,Player Season,Player ID,Team ID,Rush Attempts,Rush Avg Yards,Rush Broken Tackles,Rush Kneel Downs,Rush Longest,Rush Longest TD,Rush Red Zone Attempts,Rush Scrambles,Rush Tackles for Loss,Rush Tackles for Loss Yards,Rush Touchdowns,Rush Yards,Rush Yards After Contact
463,2016,06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4,4809ecb0-abd3-451d-9c4a-92a90b83ca06,5,3.4,0,0,13,0,0,0,1,-1,0,17,15
464,2016,5812204c-6dae-4450-8011-99e0f72864ac,4809ecb0-abd3-451d-9c4a-92a90b83ca06,39,4.205,2,4,18,2,5,14,4,-7,1,164,77
465,2016,5de11f0b-8da9-42ba-9a93-db7f0a58543b,4809ecb0-abd3-451d-9c4a-92a90b83ca06,1,1.0,0,0,1,0,0,0,0,0,0,1,0
466,2016,90908a56-901b-466d-8689-943075da96fe,4809ecb0-abd3-451d-9c4a-92a90b83ca06,35,3.286,6,0,23,12,5,0,4,-5,3,115,71
467,2016,a0b93053-d349-4dd1-a840-24577102699b,4809ecb0-abd3-451d-9c4a-92a90b83ca06,33,5.424,0,0,45,45,1,0,3,-6,2,179,60
468,2016,bb78a66a-a8ec-4294-8858-c7e5a1d15106,4809ecb0-abd3-451d-9c4a-92a90b83ca06,260,4.892,26,0,62,62,11,0,37,-97,8,1272,783
469,2016,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,33,3.939,0,6,14,0,1,21,0,0,0,130,30
470,2016,0adf5b2c-35bd-41f2-8e73-3dad53454d78,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,1,12.0,0,0,12,0,0,0,0,0,0,12,3
471,2016,4a38cda2-e92f-47f8-b324-0c34e09d83f2,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,131,5.511,14,0,35,35,7,0,11,-17,3,722,345
472,2016,5a9401fc-e43e-43e8-9e63-dadecb12491b,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,1,1.0,0,0,1,0,0,0,0,0,0,1,0
473,2016,abeef681-4be7-4ff3-9076-c72ec5a1b2e4,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,10,2.7,0,0,6,0,1,0,0,0,0,27,16
474,2016,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,2,4.5,0,0,7,0,0,2,0,0,0,9,0
475,2016,e81fb788-1478-4936-ae12-f6ed7ec23476,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,3,14.0,0,0,30,0,0,0,1,-1,0,42,4
476,2016,2bb70d56-a79a-4fa1-ae37-99858a3ffd55,97354895-8c77-4fd4-a860-32e62ea7382a,12,4.75,2,0,9,0,1,0,0,0,0,57,38
477,2016,39f70428-a78a-494c-8676-438d953c289e,97354895-8c77-4fd4-a860-32e62ea7382a,39,4.256,4,0,16,0,3,0,3,-7,0,166,54
478,2016,41c44740-d0f6-44ab-8347-3b5d515e5ecf,97354895-8c77-4fd4-a860-32e62ea7382a,28,2.286,0,9,15,0,5,12,0,0,0,64,10
479,2016,42de9d1d-0352-460b-9172-9452414fd7fd,97354895-8c77-4fd4-a860-32e62ea7382a,10,0.6,0,7,10,0,0,2,0,0,0,6,1
480,2016,8fc65820-f565-44e2-8635-3e1cdf165bf6,97354895-8c77-4fd4-a860-32e62ea7382a,3,3.0,0,0,6,0,0,0,0,0,0,9,7
481,2016,9d404288-65c5-414f-8ea5-ceb97eccaea0,97354895-8c77-4fd4-a860-32e62ea7382a,1,5.0,0,0,5,0,0,0,0,0,0,5,1
482,2016,ad2258ab-67f0-41c2-bcf3-f3ba145187dc,97354895-8c77-4fd4-a860-32e62ea7382a,16,5.188,1,3,27,27,1,7,0,0,1,83,31
483,2016,b25ba2bd-80bd-4295-9034-cf9242fb207b,97354895-8c77-4fd4-a860-32e62ea7382a,64,4.422,2,0,15,0,8,0,4,-5,0,283,93
484,2016,dba5e3ec-2c77-4f65-ad6e-cee246f816ef,97354895-8c77-4fd4-a860-32e62ea7382a,1,4.0,0,0,4,0,0,0,0,0,0,4,4
485,2016,f5d20030-d934-45e3-8282-e34c6c83ad84,97354895-8c77-4fd4-a860-32e62ea7382a,299,3.883,16,0,44,43,26,0,34,-59,18,1161,618
486,2016,24cf6148-f0af-4103-a215-e06956764953,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,91,3.703,4,0,17,8,4,0,6,-12,2,337,190
487,2016,5707d2b0-ea9e-4a5e-8289-9d52197301d9,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,1,-2.0,0,0,-2,0,0,0,1,-2,0,-2,0
488,2016,59fc3367-5514-4616-a93c-06e4365b2293,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,222,3.779,9,0,74,74,16,0,21,-53,9,839,473
489,2016,76a5edec-5ff7-49fa-a8ec-5768a372279d,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,4,14.5,0,0,39,0,0,0,0,0,0,58,12
490,2016,bd8052bd-0898-430b-99c9-2529e895ae79,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,74,4.649,6,0,17,5,7,0,7,-14,2,344,186
491,2016,c0968ade-8af6-49f3-b812-bf15b6379334,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,2,-3.0,0,0,2,0,0,0,1,-8,0,-6,0
492,2016,d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,46,4.0,0,9,15,2,4,22,1,-8,4,184,20
493,2016,31c376b7-2e10-473a-aa54-d9f709a5b93e,d5a2eb42-8065-4174-ab79-0a6fa820e35e,73,4.904,8,0,22,1,3,0,11,-26,1,358,168
494,2016,40cd928f-f228-4ffd-8179-b27a12e14a44,d5a2eb42-8065-4174-ab79-0a6fa820e35e,198,4.808,6,0,85,85,15,0,29,-67,7,952,548
495,2016,573f7acc-376b-4f37-8039-5c4c15c4a508,d5a2eb42-8065-4174-ab79-0a6fa820e35e,11,1.636,1,1,8,0,1,4,1,-2,0,18,17
496,2016,6efb8027-b537-4dd1-883f-459450708ad4,d5a2eb42-8065-4174-ab79-0a6fa820e35e,2,5.0,0,0,9,0,0,0,0,0,0,10,4
497,2016,8dfb370d-460c-4bfc-9d62-888687248783,d5a2eb42-8065-4174-ab79-0a6fa820e35e,31,6.129,1,0,20,18,2,13,2,-3,2,190,30
498,2016,a261fd0a-b096-4db7-bd51-2f13bde485da,d5a2eb42-8065-4174-ab79-0a6fa820e35e,7,3.0,0,0,7,0,1,4,0,0,0,21,0
499,2016,af48c3f0-040b-40f9-95ab-6ebcb4c16cf8,d5a2eb42-8065-4174-ab79-0a6fa820e35e,8,2.625,0,0,15,3,0,1,2,-7,1,21,17
500,2016,cd571cfc-9b44-4b69-a801-431db9aaa85e,d5a2eb42-8065-4174-ab79-0a6fa820e35e,8,13.125,0,0,28,28,0,3,0,0,1,105,15
501,2016,0b504d67-639b-4ba8-979a-498a3086257b,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,3,6.333,0,0,10,0,0,0,0,0,0,19,4
502,2016,0dc98d11-34e4-46f6-96a6-7707c6f29500,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,1,2.0,0,0,2,0,0,0,0,0,0,2,2
503,2016,64797df2-efd3-4b27-86ee-1d48f7edb09f,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,21,2.762,0,7,16,7,2,9,0,0,2,58,1
504,2016,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,5,4.4,1,0,10,10,0,0,0,0,1,22,13
505,2016,9173225c-4e88-4c87-ad78-41aa0d00a1be,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,9,3.778,1,0,7,0,0,0,0,0,0,34,24
506,2016,997525cb-5d0d-4f3b-bd56-7488b62627ec,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,88,4.341,10,0,20,16,3,0,13,-24,2,382,216
507,2016,b37b5be9-4771-4368-988f-fb936f4fc0ad,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,5,6.2,0,0,13,0,0,0,1,-1,0,31,10
508,2016,16e33176-b73e-49b7-b0aa-c405b47a706e,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,3,3.0,0,0,13,0,0,0,1,-10,0,9,0
509,2016,52d09eea-a580-447a-8062-5841d5a9c8b3,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,4,3.5,1,0,15,0,0,0,2,-7,0,14,28
510,2016,bb818cdc-cc6e-4e57-90bd-5a9d5f23f48e,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,1,6.0,0,0,6,0,0,0,0,0,0,6,0
511,2016,c456e060-d4d8-46cb-acf4-296edfb4f7bd,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,1,60.0,1,0,60,60,0,0,0,0,1,60,54
512,2016,d4dd3d0b-5023-415d-ad15-94f294c561b1,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,6,-0.667,0,5,0,0,0,0,0,0,0,-4,0
513,2016,ea357add-1a41-4a8b-8f34-bbfade7f4d98,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,16,0.875,0,10,14,4,2,3,0,0,1,14,0
514,2016,63fd9abe-4bdf-4611-9497-0c67e030ce01,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,47,3.489,2,0,18,7,8,0,3,-4,7,164,107
515,2016,6a2b129d-a9e5-4131-b491-82269b323f77,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,263,3.897,5,0,22,7,9,0,14,-28,4,1025,497
516,2016,c682e8ea-fe48-45d2-af60-682a6125ab22,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,2,5.0,0,0,7,0,0,0,0,0,0,10,3
517,2016,e3181493-6a2a-4e95-aa6f-3fc1ddeb7512,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,64,5.328,1,15,33,14,3,41,0,0,2,341,20
518,2016,f404283a-7c04-4a1c-899c-3243424a8d70,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,1,-1.0,0,0,-1,0,0,0,1,-1,0,-1,2
519,2016,4c3c6b63-aa1f-4452-9d1d-662073f06142,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,6,5.833,0,0,11,0,0,0,0,0,0,35,8
520,2016,6723249c-5fb5-4b0a-9373-cb59cdc99ec8,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,58,6.19,2,5,27,22,5,35,3,-8,3,359,103
521,2016,72f5a27a-544f-468a-b10b-89a1fc5d0e9f,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,117,3.752,7,0,42,2,7,0,17,-43,3,439,216
522,2016,af944a80-eba7-479d-b3b1-73279abdc67a,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,32,5.125,3,0,57,57,0,0,5,-8,1,164,115
523,2016,d28afbc1-16c0-4012-b24a-1bd99817e8a9,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,130,3.577,5,0,16,5,3,0,17,-33,1,465,228
524,2016,f55053e4-4bfd-495d-981a-d62e3662f01b,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,1,-2.0,0,1,-2,0,0,0,0,0,0,-2,0
525,2016,0847010c-9a77-4f0b-9d63-c8b4b224d263,82d2d380-3834-4938-835f-aec541e5ece7,30,4.367,2,10,21,1,2,16,0,0,2,131,57
526,2016,095e0c1a-0bea-4bc6-868f-e4bbe2ce6c30,82d2d380-3834-4938-835f-aec541e5ece7,1,-3.0,0,0,-3,0,0,0,1,-3,0,-3,3
527,2016,442eb96a-deb6-4e73-b65a-a2bb25ffa968,82d2d380-3834-4938-835f-aec541e5ece7,1,3.0,0,0,3,0,0,0,0,0,0,3,0
528,2016,a212c5d8-67f8-48b9-99be-2c121ee56366,82d2d380-3834-4938-835f-aec541e5ece7,268,4.004,12,0,45,2,10,0,21,-52,5,1073,484
529,2016,ba2e7ff8-ed39-4fd1-85e3-d263a946a212,82d2d380-3834-4938-835f-aec541e5ece7,6,2.0,0,3,11,0,0,2,0,0,0,12,3
530,2016,cbf1cdba-d165-45f7-a695-5e0971dd9042,82d2d380-3834-4938-835f-aec541e5ece7,100,4.2,3,0,25,24,3,0,6,-14,1,420,186
531,2016,0f062def-77f5-4362-86cb-4bdb63a59eba,d26a1ca5-722d-4274-8f97-c92e49c96315,1,3.0,0,0,3,0,0,0,0,0,0,3,3
532,2016,441e8866-33f1-4820-9fa3-3aa2c7535975,d26a1ca5-722d-4274-8f97-c92e49c96315,1,15.0,0,0,15,0,0,0,0,0,0,15,3
533,2016,7c16c04c-04de-41f3-ac16-ad6a9435e3f7,d26a1ca5-722d-4274-8f97-c92e49c96315,60,5.817,0,10,41,14,2,25,2,-10,2,349,45
534,2016,8263e101-aa33-435f-bf0f-388e1c4eeb59,d26a1ca5-722d-4274-8f97-c92e49c96315,4,0.75,0,2,3,0,0,2,0,0,0,3,3
535,2016,87c481c7-7414-43cc-82df-19ca0c2ae22e,d26a1ca5-722d-4274-8f97-c92e49c96315,110,4.455,4,0,22,11,7,0,8,-18,5,490,241
536,2016,b4e5a9af-6d00-4d51-9bb9-c7d5f69898df,d26a1ca5-722d-4274-8f97-c92e49c96315,1,1.0,0,0,1,0,0,0,0,0,0,1,0
537,2016,ccce5e8e-52ca-4f0f-a40f-fe5e7227d156,d26a1ca5-722d-4274-8f97-c92e49c96315,2,5.5,1,0,8,0,1,0,0,0,0,11,14
538,2016,2c35ed5f-7317-4776-8ee7-0438e0286508,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,4,8.25,0,0,28,28,0,0,0,0,1,33,24
539,2016,4402b8d5-d6bf-43d0-9198-651506abba76,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,29,4.448,0,0,24,0,0,0,4,-6,0,129,56
540,2016,6444feb1-f5a4-4b45-9a45-79308a4445fd,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,1,6.0,0,0,6,0,0,0,0,0,0,6,0
541,2016,cd705357-f282-4cbf-8f11-391618d981c3,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,174,3.517,5,0,18,11,8,0,16,-30,4,612,350
542,2016,e23dc743-ecee-4cf3-a263-69d3da3bae94,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,28,2.036,0,11,14,0,0,13,0,0,0,57,11
543,2016,f7841baa-9284-4c03-b698-442570651c6c,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,110,3.973,3,0,28,7,6,0,12,-19,4,437,174
544,2016,fd4e8681-f2f4-47c7-b954-a72be9b1ca00,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,1,4.0,0,0,4,0,0,0,0,0,0,4,2
545,2016,01d8aee3-e1c4-4988-970a-8c0c2d08bd83,6680d28d-d4d2-49f6-aace-5292d3ec02c2,24,11.125,2,0,70,70,2,0,8,-19,3,267,88
546,2016,2958ea86-e2dc-4719-93e5-cc9d093ca963,6680d28d-d4d2-49f6-aace-5292d3ec02c2,2,25.0,0,0,55,55,1,0,0,0,1,50,0
547,2016,2fda010a-8c62-4c07-b601-4ba03f57e6af,6680d28d-d4d2-49f6-aace-5292d3ec02c2,48,2.792,0,16,24,11,9,22,1,-4,5,134,40
548,2016,35823109-daf1-4825-92b8-564271398ecb,6680d28d-d4d2-49f6-aace-5292d3ec02c2,4,7.25,0,0,23,0,0,0,1,-1,0,29,2
549,2016,65f91b8b-6794-4273-bf42-4d00b5973ddd,6680d28d-d4d2-49f6-aace-5292d3ec02c2,88,3.33,6,0,28,3,4,0,12,-28,1,293,201
550,2016,aca06a5e-0e3a-4285-a025-199f8fa0376f,6680d28d-d4d2-49f6-aace-5292d3ec02c2,12,3.333,0,0,17,4,1,0,1,-3,1,40,9
551,2016,bbb63a36-8613-4675-8e5e-34200d245ff0,6680d28d-d4d2-49f6-aace-5292d3ec02c2,214,4.304,13,0,46,5,7,0,15,-36,3,921,446
552,2016,c3859e06-5f23-4302-a71b-04820a899d5f,6680d28d-d4d2-49f6-aace-5292d3ec02c2,1,-5.0,0,0,-5,0,0,0,1,-5,0,-5,0
553,2016,c8232b55-6617-4dd9-a7cf-cf14cd9a29ab,6680d28d-d4d2-49f6-aace-5292d3ec02c2,4,-1.0,0,4,-1,0,0,0,0,0,0,-4,0
554,2016,00f88be8-45f9-4237-b2b8-3271ec790d07,1c1cec48-6352-4556-b789-35304c1a6ae1,1,0.0,0,0,0,0,0,0,0,0,0,0,0
555,2016,0ee05dd7-e99e-43c8-ba2b-0922be1d8be1,1c1cec48-6352-4556-b789-35304c1a6ae1,6,7.167,1,0,29,0,0,0,1,-4,0,43,3
556,2016,540f8b30-900e-4d17-8756-c262ba5fa039,1c1cec48-6352-4556-b789-35304c1a6ae1,195,4.041,8,0,42,22,13,0,14,-31,12,788,406
557,2016,5a20a439-bebc-4ef7-8b9f-30e1d677a26b,1c1cec48-6352-4556-b789-35304c1a6ae1,17,2.765,0,0,17,2,4,0,3,-7,2,47,24
558,2016,9f026fc0-4449-4dc5-a226-2e2830619381,1c1cec48-6352-4556-b789-35304c1a6ae1,39,1.795,0,16,13,0,4,17,1,-4,0,70,25
559,2016,adadafa1-dc37-486d-8538-7db1e1b5f71e,1c1cec48-6352-4556-b789-35304c1a6ae1,1,-8.0,0,0,-8,0,0,0,1,-8,0,-8,0
560,2016,c78c299b-7c73-40fc-9155-2ede7f9849c7,1c1cec48-6352-4556-b789-35304c1a6ae1,83,5.916,2,0,75,75,1,0,6,-14,1,491,235
561,2016,c7b7d27f-97c3-4c12-95c4-36205175c959,1c1cec48-6352-4556-b789-35304c1a6ae1,87,5.368,3,0,30,22,1,0,5,-9,2,467,207
562,2016,7092bb09-a161-4ab9-8d19-fdcf1a91bb3d,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,1,7.0,0,0,7,0,0,0,0,0,0,7,2
563,2016,86197778-8d4b-4eba-affe-08ef7be7c70b,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,57,4.947,1,13,18,7,6,27,2,-3,6,282,61
564,2016,955093e0-39aa-48b4-b34d-259b369e6535,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,2,2.5,0,0,3,0,0,0,0,0,0,5,1
565,2016,bd10efdf-d8e7-4e23-ab1a-1e42fb65131b,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,69,3.522,2,0,17,4,2,0,6,-16,2,243,125
566,2016,bef8b2b4-78bd-4a4d-bb5d-6b55ada9ef6a,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,322,5.065,17,0,60,60,16,0,25,-66,15,1631,724
567,2016,e6c40f79-1bbd-4f62-9391-7f535f110c0d,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,4,-0.5,0,3,1,0,0,1,0,0,0,-2,0
568,2016,15b156b5-30cc-4070-b60a-1c09e62c5a9b,386bdbf9-9eea-4869-bb9a-274b0bc66e80,94,4.66,8,0,25,25,7,0,12,-27,2,438,240
569,2016,5274fac8-fa34-46fa-ac4d-7b58bb84999f,386bdbf9-9eea-4869-bb9a-274b0bc66e80,19,3.368,1,0,12,0,1,0,5,-18,0,64,35
570,2016,5ec072b3-2837-4cf1-bb4f-ecd873949626,386bdbf9-9eea-4869-bb9a-274b0bc66e80,27,4.778,1,0,19,8,2,0,2,-2,2,129,47
571,2016,c7d0a740-fcf2-4971-b1b6-43761d984bf9,386bdbf9-9eea-4869-bb9a-274b0bc66e80,77,4.052,2,0,19,1,2,0,11,-19,1,312,130
572,2016,cfb0ff68-51cb-4dad-ba81-f9e019a93a91,386bdbf9-9eea-4869-bb9a-274b0bc66e80,5,2.8,0,0,5,0,0,0,1,-1,0,14,9
573,2016,e9a5c16b-4472-4be9-8030-3f77be7890cb,386bdbf9-9eea-4869-bb9a-274b0bc66e80,46,3.261,1,11,17,4,4,19,3,-12,2,150,37
574,2016,1ffc735b-74d8-44d2-ab32-00c5485c799f,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,3,10.333,0,0,22,0,0,0,0,0,0,31,11
575,2016,354dec38-b88b-4ba0-8974-859123f27c45,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,1,9.0,0,0,9,0,0,0,0,0,0,9,0
576,2016,6cb6226e-f08c-4192-95f1-69709ed686c6,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,21,-0.429,0,18,6,0,0,3,0,0,0,-9,12
577,2016,0366fd06-19a3-4b69-8448-6bfbfad1250b,22052ff7-c065-42ee-bc8f-c4691c50e624,68,5.235,2,0,25,25,4,0,3,-10,3,356,198
578,2016,6a65641c-5ee2-44e3-8a75-7f98887b40ae,22052ff7-c065-42ee-bc8f-c4691c50e624,168,4.19,7,0,66,22,12,0,16,-30,6,704,462
579,2016,8002dd5e-a75a-4d72-9a8c-0f4dbc80d459,22052ff7-c065-42ee-bc8f-c4691c50e624,2,-1.0,0,0,7,0,0,0,1,-9,0,-2,2
580,2016,bbd0942c-6f77-4f83-a6d0-66ec6548019e,22052ff7-c065-42ee-bc8f-c4691c50e624,34,2.824,0,13,19,19,4,9,3,-10,4,96,20
581,2016,1b8db398-7a7e-44df-922e-d979507e6bdb,7b112545-38e6-483c-a55c-96cf6ee49cb8,4,9.25,0,0,22,0,0,0,1,-4,0,37,11
582,2016,4b09ab09-1457-4c9d-a99d-6a03d8e76c76,7b112545-38e6-483c-a55c-96cf6ee49cb8,252,5.21,11,0,69,9,12,0,21,-44,6,1313,671
583,2016,5b496c58-83ef-4763-b1e0-5f052af46b3e,7b112545-38e6-483c-a55c-96cf6ee49cb8,1,9.0,0,0,9,0,0,0,0,0,0,9,3
584,2016,6512b90e-d6b3-4719-bb0c-a75f97673f37,7b112545-38e6-483c-a55c-96cf6ee49cb8,62,3.226,3,0,23,1,4,0,7,-16,4,200,79
585,2016,9de98c5e-ee62-4a2b-be93-07287d831e06,7b112545-38e6-483c-a55c-96cf6ee49cb8,1,6.0,0,0,6,0,0,0,0,0,0,6,0
586,2016,af4ba620-2f00-4b00-9111-7897f2b1cde8,7b112545-38e6-483c-a55c-96cf6ee49cb8,7,-0.286,0,4,3,0,0,1,1,-1,0,-2,0
587,2016,da7cb0cc-543e-47d5-b29a-2ba2b341bd14,7b112545-38e6-483c-a55c-96cf6ee49cb8,7,0.286,0,3,5,0,0,1,0,0,0,2,0
588,2016,eab69ec2-9cba-4783-8260-cf99121ed2c8,7b112545-38e6-483c-a55c-96cf6ee49cb8,1,0.0,0,0,0,0,0,0,0,0,0,0,0
589,2016,1a2fbc23-e6db-4d2f-a152-2c774341b7c4,c5a59daa-53a7-4de0-851f-fb12be893e9e,1,3.0,0,0,3,0,0,0,0,0,0,3,1
590,2016,2a4de276-55bd-4756-9fa5-89fe30f5304f,c5a59daa-53a7-4de0-851f-fb12be893e9e,88,3.795,9,0,20,7,7,0,14,-27,4,334,264
591,2016,30ff46bc-a039-4af7-9050-81af98901a3e,c5a59daa-53a7-4de0-851f-fb12be893e9e,90,2.944,4,0,28,1,1,0,9,-17,1,265,144
592,2016,62d4e94c-443f-44ed-9404-c6d6bdd9aa64,c5a59daa-53a7-4de0-851f-fb12be893e9e,92,3.88,4,0,42,21,1,0,17,-37,1,357,240
593,2016,9fbcfae9-dd14-415c-8952-9b1b5dff0dfc,c5a59daa-53a7-4de0-851f-fb12be893e9e,1,1.0,0,0,1,1,1,0,0,0,1,1,2
594,2016,ade43b1a-0601-4672-83b6-d246bc066a19,c5a59daa-53a7-4de0-851f-fb12be893e9e,37,5.595,1,8,24,7,3,25,0,0,2,207,51
595,2016,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,c5a59daa-53a7-4de0-851f-fb12be893e9e,18,5.611,2,0,24,0,1,0,1,-1,0,101,87
596,2016,c88d9352-b835-45ed-a909-1cfec09a58bc,c5a59daa-53a7-4de0-851f-fb12be893e9e,10,0.4,0,0,11,0,0,0,5,-20,0,4,25
597,2016,0c39e276-7a5b-448f-a696-532506f1035a,a20471b4-a8d9-40c7-95ad-90cc30e46932,77,5.935,8,0,61,4,4,0,8,-14,3,457,244
598,2016,0ce48193-e2fa-466e-a986-33f751add206,a20471b4-a8d9-40c7-95ad-90cc30e46932,67,5.507,0,16,23,20,8,44,3,-8,4,369,35
599,2016,3283f152-d373-43b3-b88f-f6f261c48e81,a20471b4-a8d9-40c7-95ad-90cc30e46932,10,3.3,1,0,14,0,1,0,0,0,0,33,20
600,2016,cf8e8522-6220-4612-a8a1-72c496dac536,a20471b4-a8d9-40c7-95ad-90cc30e46932,31,3.677,3,0,42,42,0,0,7,-13,1,114,74
601,2016,e97f5ca9-186e-4346-ae65-1cd757ada455,a20471b4-a8d9-40c7-95ad-90cc30e46932,3,-0.667,0,2,0,0,0,0,0,0,0,-2,1
602,2016,2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4,33405046-04ee-4058-a950-d606f8c30852,2,7.5,0,0,11,0,0,0,0,0,0,15,16
603,2016,8c5067dc-1617-42fa-82eb-0596392ab20a,33405046-04ee-4058-a950-d606f8c30852,7,2.143,0,0,5,0,0,0,0,0,0,15,7
604,2016,a1c40664-b265-4083-aad2-54b4c734f2c5,33405046-04ee-4058-a950-d606f8c30852,3,3.333,0,0,12,0,1,0,2,-2,0,10,3
605,2016,ab58c0ac-a747-47e6-9b3c-505e41d2bd3d,33405046-04ee-4058-a950-d606f8c30852,37,1.946,1,0,13,0,1,0,8,-19,0,72,22
606,2016,cc3640b0-7560-431f-84ab-599e9dc8cac6,33405046-04ee-4058-a950-d606f8c30852,20,2.65,0,11,24,0,0,7,0,0,0,53,1
607,2016,cccc9f16-9508-434f-b7a4-9a29cb0cacf9,33405046-04ee-4058-a950-d606f8c30852,1,1.0,0,0,1,1,1,0,0,0,1,1,0
608,2016,da85107c-365c-4d58-90ab-479d97d798b4,33405046-04ee-4058-a950-d606f8c30852,7,6.143,1,0,22,0,0,0,1,-2,0,43,18
609,2016,5c2a0c83-e18a-43dd-bd65-704771157e42,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,144,2.924,5,0,17,2,6,0,23,-48,3,421,236
610,2016,6195ddc9-ab2b-469a-b824-a890736d6db7,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,1,9.0,0,0,9,0,0,0,0,0,0,9,4
611,2016,86363c46-567e-41d6-a59a-3fed9ca64591,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,55,4.055,3,0,44,44,1,0,3,-4,1,223,90
612,2016,91a95850-9514-49d5-b2b0-f8e21156daa0,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,129,4.341,5,0,45,3,4,0,17,-30,2,560,290
613,2016,d6d41a89-a8af-48b9-bf75-561de99a1d87,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,5,3.6,0,0,8,0,0,0,1,-5,0,18,5
614,2016,fb3b36fc-b985-4807-8199-d038d7e62a93,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,53,3.113,2,16,14,7,2,29,2,-5,1,165,45
615,2016,170b4c5f-a345-4899-8d81-e8982b0f3d65,e6aa13a4-0055-48a9-bc41-be28dc106929,3,2.333,0,0,7,0,0,0,1,-3,0,7,3
616,2016,1726a359-9444-4761-a1f2-cb35ee6fa60e,e6aa13a4-0055-48a9-bc41-be28dc106929,1,5.0,0,0,5,0,1,0,0,0,0,5,1
617,2016,1f09583f-dcc1-43e8-a7fc-f063d2c96508,e6aa13a4-0055-48a9-bc41-be28dc106929,2,-1.0,0,2,-1,0,0,0,0,0,0,-2,0
618,2016,2e50c78f-fa3b-48cf-8531-6eeddc93d88d,e6aa13a4-0055-48a9-bc41-be28dc106929,227,4.753,15,0,75,75,12,0,33,-75,11,1079,498
