Key,Rec Avg Yards,Rec Broken Tackles,Rec Catchable Passes,Rec Dropped Passes,Rec Longest,Rec Longest TD,Rec Receptions,Rec Red Zone Targets,Rec Targets,Rec Touchdowns,Rec Yards,Rec Yards After Catch,Rec Yards After Contact
75a646ac-b2d2-42d9-91c7-3b00fdf71ef9 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,8.75,0,1,1,15,0,4,2,12,0,35,2,1
76a5edec-5ff7-49fa-a8ec-5768a372279d 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,13.526,1,6,5,49,28,76,6,108,7,1028,418,94
7797f36e-87e8-4282-b6d2-bdb1774fc3b3 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,6.8839999999999995,2,2,2,21,18,43,1,55,1,296,328,79
938b363a-6967-4cef-bcd2-bb358a9f6c98 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,10.0,1,7,7,39,39,21,5,58,7,210,59,22
b120cb2d-04b8-4dd3-809e-92c9b4c29b0c 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,8.2,0,1,1,24,0,5,0,8,0,41,48,10
c5a8b02c-d380-4f22-a690-b335001de8b7 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,12.0,0,0,0,12,0,1,0,5,0,12,0,0
c9701373-23f6-4058-9189-8d9c085f3c49 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,15.087,1,6,5,38,38,46,8,77,6,694,163,65
fa6b16fe-d3cd-4296-a0e6-03ad13d27a57 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,12.308,1,2,2,30,30,13,1,28,1,160,36,16
06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,12.049000000000001,3,11,11,51,51,81,9,149,4,976,274,65
0dc98d11-34e4-46f6-96a6-7707c6f29500 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,21.25,0,0,0,66,31,16,1,25,2,340,75,34
30198d30-9769-4e10-ac86-b4c91d940802 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,0.0,0,0,0,0,0,0,0,1,0,0,0,0
31c376b7-2e10-473a-aa54-d9f709a5b93e 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,9.128,4,3,3,32,19,47,3,62,3,429,370,103
3a29784c-832f-4e41-a4ac-71d4f9ad410c 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,4.833,0,0,0,9,0,6,0,9,0,29,43,8
4bd60b33-9fbf-4156-ba2b-8264ac37b418 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,7.45,0,3,3,24,14,20,3,29,2,149,176,31
54d4e35a-2e6c-48f6-86ad-92dd596c173c 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,10.636,1,0,0,49,49,11,2,12,3,117,66,42
6e01959d-9860-49e4-a997-eee257718812 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,11.077,0,2,2,27,0,13,1,20,0,144,51,14
71d9c2a0-81ee-4788-86bb-7ae326396e73 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,13.628,3,6,6,71,47,43,5,79,5,586,236,85
7e34053d-00bf-4f3f-a464-329c8f5057d0 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,14.667,1,3,3,40,28,39,3,53,4,572,152,57
8f86fcea-90e8-49ea-bc78-5c7659313e57 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,11.411,6,6,6,66,15,56,6,88,4,639,306,174
a2451bf7-83dd-496c-b527-c14d8d518598 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,14.8,0,0,1,26,24,5,0,7,1,74,15,6
b228c353-bb1f-4ba8-aa6d-d18ecf297259 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,17.0,0,0,0,17,17,1,1,3,1,17,0,0
b6325c85-c313-4cfb-a299-9884d5e9e389 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,7.667000000000001,0,1,1,9,0,3,0,5,0,23,24,10
bdeddbb2-2b56-4b46-915b-19eb71fbbe45 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,20.333,0,0,0,39,0,3,0,5,0,61,32,32
ef21feb3-991e-42d7-bb16-8bc92f7894bf 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,11.667,3,0,0,24,0,9,0,10,0,105,90,46
0618f387-9b72-4270-8b8f-dec4cccc9e4a 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,16.235,1,3,3,74,68,34,3,50,3,552,183,67
0b504d67-639b-4ba8-979a-498a3086257b 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,10.315999999999999,0,0,0,30,5,19,1,25,1,196,65,18
0c39e276-7a5b-448f-a696-532506f1035a 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,6.5,0,1,1,14,0,10,1,17,0,65,64,12
1b125fc4-5dd9-4eb9-a42f-048e61ca42b7 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,12.538,1,0,0,32,26,13,0,23,1,163,74,26
3ffc3993-461e-4477-9def-c9633b7feac1 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,10.0,0,0,0,13,0,2,0,2,0,20,17,2
4592fc87-9864-452d-8a19-5d4df714658f 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,14.0,0,0,0,14,0,1,0,1,0,14,0,0
52f4a43a-64a9-4d69-a9e2-28bd60f68e49 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,8.937999999999999,1,0,0,25,10,16,4,17,1,143,97,33
8482bc94-0eb0-4e92-8f99-ced135f3cd5d 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,10.5,9,5,5,28,13,62,3,95,1,651,278,95
9173225c-4e88-4c87-ad78-41aa0d00a1be 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,5.6,4,1,1,17,12,35,5,43,2,196,177,39
9480dd9f-151f-4e6d-b5a3-35f07bda4cac 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,9.261000000000001,0,2,2,25,0,23,3,37,0,213,140,32
990a689e-200b-4cda-85db-85d6c3af911c 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,7.0,4,2,2,24,3,15,1,21,1,105,97,57
997525cb-5d0d-4f3b-bd56-7488b62627ec 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,8.5,1,0,0,21,0,6,0,7,0,51,54,15
9b13d2bc-b22c-4f91-8eeb-309f43422d6e 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,17.024,1,6,6,71,33,42,5,97,5,715,156,46
b928bd74-ad93-4251-9c96-300bfa04857e 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,8.5,1,0,0,10,0,2,0,2,0,17,14,5
e06a9c07-453a-4bb0-a7e9-2c3a64166dad 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0.0,0,0,0,0,0,0,0,2,0,0,0,0
fe767946-236d-4c04-9c59-5e3edd51acfe 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,11.241,1,10,9,27,12,54,5,100,3,607,129,47
16e33176-b73e-49b7-b0aa-c405b47a706e 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,12.470999999999998,5,3,3,78,78,104,12,168,15,1297,485,129
170b4c5f-a345-4899-8d81-e8982b0f3d65 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,6.0,0,0,0,10,0,3,0,4,0,18,12,4
28a084c0-14df-499f-bd1f-b975603626b7 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,9.036,5,4,4,29,7,55,4,71,1,497,548,132
6259f62d-e16f-4369-a3be-ca02f79f3026 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,7.028,0,2,2,24,1,36,5,44,1,253,137,20
814aa074-fc61-4649-b7a1-098bd3a199fd 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,13.562999999999999,1,2,2,47,14,16,2,38,1,217,53,34
8f24a248-b328-43ec-8677-67600e42a8f7 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,12.2,10,4,4,75,75,50,5,72,4,610,387,195
9547fbb1-0d4f-4d9e-83b9-e2fa30463bb9 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,12.847000000000001,7,8,6,97,97,111,16,166,7,1426,648,171
a37a5bfd-b48c-4d8b-817a-d8ce7ca3592d 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,14.1,0,3,3,51,26,30,2,39,2,423,185,27
bb818cdc-cc6e-4e57-90bd-5a9d5f23f48e 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,6.582999999999999,1,0,0,17,0,12,0,14,0,79,40,12
c456e060-d4d8-46cb-acf4-296edfb4f7bd 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,9.0,0,0,0,9,0,1,0,2,0,9,10,0
c9557ff2-899f-41e3-8a0e-35ca874db9b2 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,14.333,0,0,0,23,0,6,0,8,0,86,56,10
ea357add-1a41-4a8b-8f34-bbfade7f4d98 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,-1.0,0,0,0,-1,0,1,0,1,0,-1,-1,0
f611f87a-1e49-4196-9088-8c760f26006d 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,9.5,0,0,0,19,0,4,0,6,0,38,43,10
f636d7ce-05f9-43d7-b63f-351acb5c2a70 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,7.0,0,0,0,12,0,3,0,13,0,21,2,1
fd4241f9-ab42-4dba-a701-455b896eca28 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,7.654,6,0,0,23,10,26,4,29,3,199,215,64
070850a3-7387-4836-b3eb-b1c8f8731aab 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,5.313,2,0,0,17,0,16,0,17,0,85,105,32
413f7971-4d5b-496d-a11b-f623e9bc3b7c 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,6.059,0,3,3,29,29,17,1,26,1,103,126,8
61194d09-1caf-4bd6-9ff2-a6b1601a1839 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,10.857000000000001,1,1,1,29,11,28,5,39,3,304,58,14
63fd9abe-4bdf-4611-9497-0c67e030ce01 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,3.0,0,0,0,3,0,1,0,2,0,3,3,0
7fc949b6-a1cb-4f9d-a06d-b65773409a44 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,9.926,1,6,4,28,12,27,1,46,2,268,81,16
8809c0dd-786b-4255-a7d0-333c9498c19a 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,19.0,1,1,1,34,26,7,2,13,2,133,50,22
947e7faa-e8be-4603-829c-b57e4247ccbf 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,10.875,0,1,1,26,17,8,1,10,3,87,17,4
958c9833-2e55-411a-8e0e-ecc229bbeb14 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,9.151,1,5,5,34,17,53,2,72,2,485,258,48
9fbcfae9-dd14-415c-8952-9b1b5dff0dfc 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,11.364,0,13,9,53,53,66,10,110,13,750,250,53
b8426cea-f8b9-4061-8d56-e70d1230103e 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,16.711,4,6,4,68,68,76,7,120,6,1270,467,101
bd413539-9351-454e-9d61-4e8635d7e9f5 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,9.423,0,0,0,20,10,26,2,33,2,245,108,37
cc9df25a-bb22-4737-83df-ff01d3fd7695 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,9.543,3,4,4,23,5,35,1,52,1,334,93,32
e3181493-6a2a-4e95-aa6f-3fc1ddeb7512 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,4.0,0,0,0,4,0,1,0,2,0,4,0,0
ed5bcd2c-6335-4c0b-93b7-2116684a9b02 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,6.746,3,4,4,28,14,63,4,81,2,425,349,58
fa26e15f-2375-4acc-aaae-cf32cfe4bc3e 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,1.0,0,0,0,1,1,1,1,2,1,1,0,0
fcfa9d4b-3e09-46ac-b4b6-77d70a5f304c 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,17.0,0,1,1,34,34,6,0,8,1,102,28,8
046c51bc-319e-4fbb-9cf3-f6ab808b8edf 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,10.864,5,7,6,61,61,66,7,101,5,717,362,132
0cc4e449-185a-4b08-9f07-c907ad0c3e05 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,8.375,1,0,0,16,0,8,0,11,0,67,38,13
339a0e9a-cb90-483a-8d68-9492d5a4a3f6 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,10.167,0,0,0,24,0,6,0,8,0,61,18,8
38f5843a-8318-4eb7-b517-c83d415e77a4 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,9.8,0,0,0,22,0,10,0,13,0,98,32,9
3a29784c-832f-4e41-a4ac-71d4f9ad410c 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,1.0,0,1,1,6,0,4,0,7,0,4,16,1
73d6cb8a-3d72-4a6a-b3c9-fe61dfd1bd41 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,10.0,0,1,1,12,0,6,0,8,0,60,15,7
7f46a7be-286e-4bfe-8778-d03dbe600ce9 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,8.408999999999999,0,2,2,31,1,22,3,26,1,185,213,49
97c96dce-9b33-4d0e-ba01-5eb629192d19 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,6.832999999999999,1,0,0,12,0,6,1,9,0,41,35,4
a8c96abf-a911-47a0-ac16-dd51a8782b5e 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,12.921,1,7,7,35,24,38,5,70,1,491,136,27
aca06a5e-0e3a-4285-a025-199f8fa0376f 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,3.5,0,1,1,5,0,2,0,3,0,7,5,1
af944a80-eba7-479d-b3b1-73279abdc67a 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,7.444,3,0,0,16,0,9,1,12,0,67,83,41
c2a7bd8a-d141-423a-8810-0988a59ff0b4 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,12.429,0,2,2,38,0,14,2,32,0,174,45,14
d28afbc1-16c0-4012-b24a-1bd99817e8a9 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,8.855,5,8,8,37,31,55,6,78,4,487,450,80
e5c6b0d4-3e77-422b-a6d8-574a10ed385e 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,8.917,2,1,1,17,0,24,0,38,0,214,122,45
e78261de-af00-4530-824c-500addbe9f98 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,8.182,0,1,0,21,4,11,2,19,1,90,36,4
f404283a-7c04-4a1c-899c-3243424a8d70 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,13.917,3,4,4,80,80,48,4,89,3,668,252,72
02779042-2b4e-4fa9-b598-364fe01b523a 2018 82d2d380-3834-4938-835f-aec541e5ece7,14.0,0,0,0,20,20,2,0,2,1,28,10,2
095e0c1a-0bea-4bc6-868f-e4bbe2ce6c30 2018 82d2d380-3834-4938-835f-aec541e5ece7,15.719000000000001,2,0,0,73,73,32,2,45,4,503,166,26
0cb5a32a-a340-4671-ba2a-93f5fa6aee8d 2018 82d2d380-3834-4938-835f-aec541e5ece7,13.235,3,0,0,28,0,17,0,25,0,225,123,70
250199f2-1387-4b55-b96f-17fedea6db7f 2018 82d2d380-3834-4938-835f-aec541e5ece7,6.5,0,0,0,7,0,2,0,3,0,13,6,0
40caae08-0389-4c59-b796-d924047f57f9 2018 82d2d380-3834-4938-835f-aec541e5ece7,10.25,1,3,3,40,1,28,1,41,1,287,210,34
442eb96a-deb6-4e73-b65a-a2bb25ffa968 2018 82d2d380-3834-4938-835f-aec541e5ece7,11.667,0,0,0,19,0,3,0,3,0,35,12,0
52d09eea-a580-447a-8062-5841d5a9c8b3 2018 82d2d380-3834-4938-835f-aec541e5ece7,12.0,1,1,1,12,0,1,1,2,0,12,5,7
5c48ade7-4b9a-4757-9643-87a6e3839e2b 2018 82d2d380-3834-4938-835f-aec541e5ece7,13.67,5,6,2,49,49,115,10,163,11,1572,387,84
617435c6-4a3f-4689-ab15-44bd93b33615 2018 82d2d380-3834-4938-835f-aec541e5ece7,11.5,1,2,2,23,5,8,0,12,1,92,24,8
6e444737-a1e1-4ddd-b963-cd6a9496fde0 2018 82d2d380-3834-4938-835f-aec541e5ece7,11.957,1,0,0,31,12,23,2,33,2,275,145,61
9ae2584a-40c1-4b30-be34-a9567659eacd 2018 82d2d380-3834-4938-835f-aec541e5ece7,9.75,1,0,0,50,0,20,0,23,0,195,136,25
a212c5d8-67f8-48b9-99be-2c121ee56366 2018 82d2d380-3834-4938-835f-aec541e5ece7,6.52,1,2,2,16,4,25,1,35,1,163,171,42
a63918a5-da89-40d9-8518-30a3e0e46da1 2018 82d2d380-3834-4938-835f-aec541e5ece7,18.2,0,1,1,35,35,5,1,10,1,91,6,0
cb1df42c-b59c-4e23-a9a2-fbfc2b39ef71 2018 82d2d380-3834-4938-835f-aec541e5ece7,12.708,1,5,4,47,0,24,2,43,0,305,150,48
cbf1cdba-d165-45f7-a695-5e0971dd9042 2018 82d2d380-3834-4938-835f-aec541e5ece7,7.7,2,1,1,28,0,20,2,27,0,154,107,35
f993832a-f81f-4706-90b8-80fd193bdfd7 2018 82d2d380-3834-4938-835f-aec541e5ece7,10.75,2,1,1,39,13,20,7,27,4,215,106,17
29972cbe-2912-49df-916b-200eead9a218 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,12.595,4,3,3,55,18,37,4,56,1,466,161,58
54c60acc-65ac-4e63-a988-697ee26e862a 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,10.25,0,0,0,26,0,8,0,11,0,82,54,6
5b712aed-201c-43dd-b978-b7b6ef91178e 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,11.0,0,1,1,31,22,15,1,21,2,165,64,13
7c16c04c-04de-41f3-ac16-ad6a9435e3f7 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,21.0,0,0,0,21,0,1,0,1,0,21,11,0
865d8df9-06ec-40c3-8c71-637f9fd0bcbf 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,9.182,0,1,1,36,0,11,0,15,0,101,37,8
87c481c7-7414-43cc-82df-19ca0c2ae22e 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,6.6,3,0,0,21,0,15,1,18,0,99,115,36
969a4d68-1d76-4e64-bfff-e898a9ac6bd4 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,3.667,0,2,1,4,0,3,0,6,0,11,5,1
b0719e3d-199b-46e5-a2b4-1091f6fd5c0d 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,11.842,0,0,0,28,12,19,1,20,1,225,97,32
b25ba2bd-80bd-4295-9034-cf9242fb207b 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,6.78,8,2,2,37,18,59,3,67,1,400,477,105
b4e5a9af-6d00-4d51-9bb9-c7d5f69898df 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,12.154000000000002,0,2,1,28,11,26,6,47,2,316,74,22
c87f0526-a85d-439d-a447-070c66ede612 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,0.0,0,1,1,0,0,0,0,2,0,0,0,0
ccce5e8e-52ca-4f0f-a40f-fe5e7227d156 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,13.0,0,0,0,16,0,4,0,7,0,52,20,11
e21e9081-44aa-464b-8d3e-83918d48b921 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,13.708,5,8,6,51,48,65,7,112,4,891,267,119
e4f25a37-74de-4bfb-b6c9-f50a4fab0b87 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,12.9,4,3,3,61,61,20,5,30,3,258,180,54
f22b34cf-6ecf-4522-9c77-1da275dfda7d 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,11.333,0,0,0,27,2,9,1,11,1,102,28,7
1fe3aadd-336b-4838-888e-8c9609747afc 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,9.065,3,3,3,36,12,31,5,48,2,281,150,43
25e58aee-1b33-4468-9a81-6586426b91d5 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,10.417,0,1,1,44,10,24,2,37,1,250,148,15
2a443351-5e63-4a49-819e-912b51a745f2 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,13.696,2,5,4,26,24,23,1,41,1,315,112,28
2c35ed5f-7317-4776-8ee7-0438e0286508 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,14.0,1,0,0,32,20,8,0,10,1,112,63,11
6124c4d4-337b-4926-b3f8-d2feb1c16fa9 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,44.0,0,0,0,44,0,1,0,2,0,44,7,0
6d49d4d1-a254-48de-9f6f-eeecac82ad88 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,10.625,1,0,0,22,0,8,2,13,0,85,44,13
6e444737-a1e1-4ddd-b963-cd6a9496fde0 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,11.167,1,7,6,45,42,36,4,56,3,402,132,36
82f459c4-bf23-4d60-9eb6-b062994f5517 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,5.143,1,2,2,9,0,14,0,20,0,72,59,15
8322b598-ab65-4b2c-8a54-af37f67a062d 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,6.886,1,5,4,29,29,35,1,47,1,241,298,65
996974b8-2e0a-47d9-90a7-c3455192d06b 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,5.0,0,0,0,5,0,1,0,1,0,5,8,2
b55ae5ba-593f-4560-9cab-14e10698e01d 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,16.762,5,13,7,42,30,42,5,84,4,704,163,82
c5606f69-f550-4b4a-b61a-f1f71142a32f 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,6.6,1,1,1,11,0,5,0,10,0,33,29,5
ccd5239f-e8ba-484c-acf5-af0bd9f6dadc 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,8.1,1,2,1,24,7,30,2,46,2,243,62,10
cd705357-f282-4cbf-8f11-391618d981c3 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,7.237,6,2,2,30,0,38,3,51,0,275,242,48
fd4e8681-f2f4-47c7-b954-a72be9b1ca00 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,12.225,6,4,3,64,64,71,6,98,4,868,297,116
0f8ccece-d663-4069-944b-f318f64c60b7 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,9.8,10,6,6,66,66,50,6,66,4,490,537,188
12f27311-7cd6-4ca5-ba7d-571e9de5e1eb 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,15.442,5,3,2,55,55,43,7,66,10,664,118,46
4f0053fc-5559-4551-bd81-dcd1cdf3a9ec 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,15.5,0,3,3,46,46,12,1,24,1,186,62,14
53dc492f-b4cc-4da2-a6cc-f61f7c23272f 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0.0,0,0,0,0,0,0,0,1,0,0,0,0
5cc0007b-4561-4ff2-8fa7-242bec47dc5a 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,24.0,0,0,0,24,0,1,0,1,0,24,0,2
5f424505-f29f-433c-b3f2-1a143a04a010 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,12.33,3,5,4,54,20,97,9,136,6,1196,403,111
65def267-986f-4d5d-96fb-42b9209833b1 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,9.5,1,0,0,11,0,2,0,2,0,19,19,7
6ef43c53-53d7-4b0f-ad99-17664d663ae8 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,11.052999999999999,2,3,3,26,13,19,2,27,1,210,102,46
7a3d664b-e4d7-48e8-899d-5f7db6ecc4e4 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,2.0,0,0,0,2,0,1,0,1,0,2,2,0
82da09c2-e542-4f7d-87d9-24dfd8e014de 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,11.892999999999999,2,0,0,27,6,28,5,45,2,333,126,52
a6fe5f18-d78d-4a56-aea2-ef4bed7e647a 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,15.927,0,2,2,75,75,41,3,65,5,653,195,53
e5b8c439-a48a-4f83-b63b-1a4d30e04cd3 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,10.359000000000002,7,2,2,44,44,39,5,53,3,404,411,128
e6c3f896-0223-4fc2-be09-c959ea4a475c 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,9.0,1,1,1,19,0,15,1,19,0,135,152,51
01d8aee3-e1c4-4988-970a-8c0c2d08bd83 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,17.0,4,7,6,75,75,87,9,137,12,1479,573,185
0ef0d0ca-2d2d-455b-ab63-a20c01303e37 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,14.538,8,3,3,67,67,26,2,35,7,378,338,138
11b9bcde-b2c8-412b-9689-4420182ca928 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,7.0,0,0,0,7,0,1,0,2,0,7,8,2
2ef5aed5-9859-4102-8bf4-99d6a6ae22ba 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,13.0,0,0,0,17,0,2,1,5,0,26,1,0
35823109-daf1-4825-92b8-564271398ecb 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,9.667,0,0,0,15,1,3,1,5,1,29,30,6
46b16198-116f-4913-85db-2bc21462bd66 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,13.091,0,0,0,89,89,22,3,33,4,288,116,13
5727f7d5-35a6-4ad9-a96a-8408f8a84bd3 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,22.0,0,1,1,22,0,1,0,3,0,22,13,3
65f91b8b-6794-4273-bf42-4d00b5973ddd 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,18.5,0,0,0,25,25,2,0,3,1,37,25,0
7d80b51f-1462-442e-aa7f-8c320a62deed 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,12.975,2,1,1,50,13,40,6,55,3,519,238,83
8506c15c-15cc-4d2c-aebf-270c605fe0ec 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,13.667,1,4,4,35,17,12,3,25,3,164,75,23
90908a56-901b-466d-8689-943075da96fe 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,6.957000000000001,1,0,0,32,5,23,4,24,2,160,208,19
bbb63a36-8613-4675-8e5e-34200d245ff0 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,11.2,4,2,2,31,0,20,1,23,0,224,245,54
