Key,Fumble End Zone Touch Downs,Forced Fumbles,Fumbles,Lost Fumbles,Fumbles Opponent Recovery,Fumbles Opponent Recovery Touchdowns,Fumbles Opponent Recovery Yards,Fumbles Out of Bounds,Fumbles Own Recovery,Fumbles Own Recovery Touchdowns,Fumbles Own Recovery Yards
6249d2c0-75dc-4586-943b-1c103a9eb419 2017 f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,0,0,0,0,0,1,0,0
6608fdbf-6c93-47cc-ad44-9da2fda598ce 2017 f0e724b0-4cbf-495a-be47-013907608da9,0,0,3,2,0,0,0,0,1,0,0
67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6 2017 f0e724b0-4cbf-495a-be47-013907608da9,0,0,2,2,0,0,0,0,0,0,0
af4ba620-2f00-4b00-9111-7897f2b1cde8 2017 f0e724b0-4cbf-495a-be47-013907608da9,0,0,3,1,0,0,0,0,1,0,-9
b030b668-0f41-484f-8e94-9fc576b8af63 2017 f0e724b0-4cbf-495a-be47-013907608da9,0,0,0,0,1,0,0,0,0,0,0
b040e601-ec40-4757-bf3d-71bf64ef99cf 2017 f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,1,0,0,0,0,0,0,0
bf52ff53-35a6-4696-ac6d-3fa952dc2c87 2017 f0e724b0-4cbf-495a-be47-013907608da9,0,1,0,0,0,0,0,0,0,0,0
22fb2b54-4936-4e8a-a48d-62096c0c9bb1 2017 de760528-1dc0-416a-a978-b510d20692ff,0,0,3,0,0,0,0,0,0,0,0
2c8670ae-0c23-4d20-9d2b-f4c3e25f8938 2017 de760528-1dc0-416a-a978-b510d20692ff,0,0,2,1,0,0,0,0,0,0,0
51952c7b-11c5-4229-baf9-08d4694cc2ad 2017 de760528-1dc0-416a-a978-b510d20692ff,0,0,0,0,0,0,0,0,1,0,0
617269c1-88b3-45a6-b4a8-b2806a0cdaea 2017 de760528-1dc0-416a-a978-b510d20692ff,0,0,1,1,0,0,0,1,0,0,0
6c6a6099-0169-4c9a-b024-0d8f4a795f38 2017 de760528-1dc0-416a-a978-b510d20692ff,0,0,0,0,0,0,0,0,1,0,0
ab58c0ac-a747-47e6-9b3c-505e41d2bd3d 2017 de760528-1dc0-416a-a978-b510d20692ff,0,0,3,2,0,0,0,0,1,0,0
b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5 2017 de760528-1dc0-416a-a978-b510d20692ff,0,0,1,1,0,0,0,0,0,0,0
de816e24-8442-49a4-99cd-dde7e7c05863 2017 de760528-1dc0-416a-a978-b510d20692ff,0,0,7,2,0,0,0,0,3,0,-4
0e7e6cbb-0e88-4a74-b457-1753851e37f3 2017 2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,1,0,0,0,0,0,0,0,0
14263792-d1d3-4b0c-85f7-2a85b4aed6f1 2017 2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,5,2,0,0,0,2,1,0,0
2806e915-c46f-492f-8a29-71d3a85e5620 2017 2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,1,1,0,0,0,0,0,0,0
4f724338-aa8c-436d-90b2-45299572c53e 2017 2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,3,1,0,0,0,1,1,0,0
502b3a6c-e965-478a-858e-964b4ac2296c 2017 2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,5,4,0,0,0,0,2,0,0
618bedee-9259-4536-b0ff-fec98d2a20de 2017 2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,1,1,0,0,0,0,0,0,0
88856dfa-45ce-4b6e-bbf7-4f8413ac89ca 2017 2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,1,0,0,0,0,1,0,0,0
91ead748-e3b0-4926-bd3b-3e327b44e6bc 2017 2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,2,1,0,0,0,0,0,0,0
aba8f925-ffbf-4654-bfa7-a25d3d237494 2017 2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,8,3,0,0,0,0,0,0,0
ebeceb00-57e0-4b74-9cf7-853da2afed18 2017 2eff2a03-54d4-46ba-890e-2bc3925548f3,0,0,1,1,0,0,0,0,0,0,0
16c67c97-ffd9-4f92-917d-ad6124ce1f6e 2017 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,0,0,0,0,0,0,1,0,0
409d4cac-ee90-4470-9710-ebe671678339 2017 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,1,14,3,0,0,0,2,6,0,-11
488c3707-26ee-4e1a-8742-494a06f77801 2017 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,1,1,0,0,0,0,1,0,0
8ac8cc85-6599-4956-819e-0887ccb72993 2017 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,1,1,1,0,0,0,0,0,0,0
e311a7a2-eddb-439c-86b4-b1f1984186bc 2017 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,0,0,0,0,0,0,0,1,0,0
04ca4fb9-194e-47fe-8fc8-adb5790a8e78 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,1,1,0,0,0,0,0,0,0
3069db07-aa43-4503-ab11-2ae5c0002721 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,8,2,0,0,0,1,2,0,-14
349f647e-bfc3-4d84-af89-b33f8a08e26e 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,1,0,0,0,0,0,0,0,0,0
36007e6e-ca6b-42ee-b9f8-79a9a964f5bc 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,1,0,1,0,0,0,1,0,0
6130be96-edf3-4361-b666-860c4ec46e7d 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,2,1,0,0,0,0,1,0,0
72f5a27a-544f-468a-b10b-89a1fc5d0e9f 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,1,0,0,0,0,0,0,0,0
72fbe462-91c5-4c84-9640-e8ad7cad6447 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,3,2,0,0,0,0,1,0,0
a28f7368-0306-4d20-855f-285a1a09c09c 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,1,0,0,0,0,0,0,0,0
b24625a0-d402-4d59-a778-aa4b073bfe5e 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,1,0,0,0,0,0,0,0,0,0
e17b5817-d955-42be-bb8d-e34d89f6dd71 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,2,2,0,0,0,0,2,1,0
f7ff7599-a175-4a0c-b887-3ae9e596fc64 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,0,2,1,0,0,0,0,0,0,0
0847010c-9a77-4f0b-9d63-c8b4b224d263 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,1,1,0,0,0,0,0,0,-16
1012cbe0-7eba-4169-bfca-183a0204e1a7 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,1,1,0,0,0,0,0,0,0
3d94860c-82db-43fd-aa99-3b72390111a4 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,0,0,1,0,0,0,0,0,0
4734f8dc-2ca4-4437-88f2-c8b8974abefc 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,1,0,0,0,0,0,1,0,0
5812204c-6dae-4450-8011-99e0f72864ac 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,5,4,0,0,0,0,0,0,-14
6a2b129d-a9e5-4131-b491-82269b323f77 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,1,0,0,0,0,0,0,0,0
7e42a22a-c47b-4387-aeeb-2cc2e76dc1d8 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,0,0,0,0,0,0,1,0,0
931dbb14-36ac-4044-a61e-5f11854f0383 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,0,0,1,0,0,0,0,0,0
973bfe3c-6d0d-4130-a79c-f860650b1da6 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,2,0,0,0,0,2,0,0,0
a0b93053-d349-4dd1-a840-24577102699b 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,2,1,0,0,0,0,0,0,0
c6728282-0648-4926-a07c-be64f3ff5e0d 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,1,1,0,0,0,0,0,0,-6
dba5e3ec-2c77-4f65-ad6e-cee246f816ef 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,0,1,1,0,0,0,0,0,0,0
f0805b80-e01c-46fd-99a6-dae1134fb764 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,1,0,0,0,0,0,0,1,0,0
0adf5b2c-35bd-41f2-8e73-3dad53454d78 2018 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,2,1,0,0,0,0,1,0,0
13ade86a-20c7-48fe-9d18-b3bfc135f5e9 2018 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,2,2,0,0,0,0,0,0,0
13d826c5-9b22-4e0a-a877-02d8c84c546b 2018 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,5,2,0,0,0,0,2,0,-11
294b247f-c8b9-4fe7-9fce-bb4011fff02f 2018 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,1,1,0,0,0,0,0,0,0
40cd928f-f228-4ffd-8179-b27a12e14a44 2018 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,0,0,0,0,0,0,1,0,0
4a38cda2-e92f-47f8-b324-0c34e09d83f2 2018 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,2,1,0,0,0,1,1,0,0
780a48de-d092-4e87-9c34-8d1b45a154cc 2018 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,2,0,0,0,0,1,1,0,0
9691f874-be36-4529-a7eb-dde22ee4a848 2018 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,3,1,0,0,0,1,1,0,0
e81fb788-1478-4936-ae12-f6ed7ec23476 2018 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,2,2,0,0,0,0,0,0,0
1376da0d-0448-4a37-bd99-842c4580eeda 2018 97354895-8c77-4fd4-a860-32e62ea7382a,0,0,1,1,0,0,0,0,0,0,0
2142a164-48ad-47d6-bb27-0bc58c6b2e62 2018 97354895-8c77-4fd4-a860-32e62ea7382a,0,0,1,1,0,0,0,0,0,0,0
2bb70d56-a79a-4fa1-ae37-99858a3ffd55 2018 97354895-8c77-4fd4-a860-32e62ea7382a,0,0,1,0,0,0,0,0,1,0,0
41c44740-d0f6-44ab-8347-3b5d515e5ecf 2018 97354895-8c77-4fd4-a860-32e62ea7382a,0,0,4,2,0,0,0,0,0,0,0
8fc65820-f565-44e2-8635-3e1cdf165bf6 2018 97354895-8c77-4fd4-a860-32e62ea7382a,0,0,0,0,0,0,0,0,1,0,0
9d04accc-a404-406f-b93c-0878410e55a6 2018 97354895-8c77-4fd4-a860-32e62ea7382a,0,1,0,0,0,0,0,0,0,0,0
ab9cf0fc-f4e4-4d18-8132-97e518eb14f3 2018 97354895-8c77-4fd4-a860-32e62ea7382a,0,0,1,1,0,0,0,0,0,0,0
bd8052bd-0898-430b-99c9-2529e895ae79 2018 97354895-8c77-4fd4-a860-32e62ea7382a,0,0,2,1,0,0,0,0,0,0,0
da85107c-365c-4d58-90ab-479d97d798b4 2018 97354895-8c77-4fd4-a860-32e62ea7382a,0,1,1,1,0,0,0,0,0,0,0
24cf6148-f0af-4103-a215-e06956764953 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,0,0,0,0,0,0,1,0,0
4d517d8f-fe4d-4c89-9a2a-fee836ba4a71 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,4,1,0,0,0,0,2,0,0
6bb4d6f8-c8fb-4ca7-a416-a7010526114d 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,1,1,0,0,0,0,0,0,0
76a5edec-5ff7-49fa-a8ec-5768a372279d 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,0,0,0,0,0,0,1,0,0
c9701373-23f6-4058-9189-8d9c085f3c49 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,2,1,0,0,0,0,0,0,0
d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,1,0,0,0,0,0,1,0,0
06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,1,1,0,0,0,0,0,0,0
30198d30-9769-4e10-ac86-b4c91d940802 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,7,3,0,0,0,1,2,0,0
31c376b7-2e10-473a-aa54-d9f709a5b93e 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,1,0,0,0,0,0,0,0,0
3a29784c-832f-4e41-a4ac-71d4f9ad410c 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,1,0,0,0,0,0,1,0,0
71d9c2a0-81ee-4788-86bb-7ae326396e73 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,1,1,0,0,0,0,0,0,0
7e34053d-00bf-4f3f-a464-329c8f5057d0 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,2,1,0,0,0,1,1,0,0
7f3ef024-eb34-46af-8b9e-544cdf09378f 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,3,0,0,0,0,1,1,0,0
bdeddbb2-2b56-4b46-915b-19eb71fbbe45 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,1,0,0,0,0,1,0,0,0
0c39e276-7a5b-448f-a696-532506f1035a 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,0,0,0,0,0,0,1,0,0
393cdcc9-20ec-4d07-b8bf-6848398b6ab8 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,2,0,0,0,0,1,0,0,0
3ffc3993-461e-4477-9def-c9633b7feac1 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,0,0,0,0,0,0,1,0,0
4592fc87-9864-452d-8a19-5d4df714658f 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,1,0,0,0,0,0,0,0,0
64797df2-efd3-4b27-86ee-1d48f7edb09f 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,3,1,0,0,0,0,1,0,-6
9173225c-4e88-4c87-ad78-41aa0d00a1be 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,1,1,0,0,0,0,0,0,0
990a689e-200b-4cda-85db-85d6c3af911c 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,3,3,0,0,0,0,0,0,0
997525cb-5d0d-4f3b-bd56-7488b62627ec 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,2,1,0,0,0,0,1,0,0
e06a9c07-453a-4bb0-a7e9-2c3a64166dad 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,1,12,4,0,0,0,0,5,0,-21
170b4c5f-a345-4899-8d81-e8982b0f3d65 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,2,2,0,0,0,0,0,0,0
28a084c0-14df-499f-bd1f-b975603626b7 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,4,2,0,0,0,1,0,0,0
6259f62d-e16f-4369-a3be-ca02f79f3026 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,2,0,0,0,0,1,1,0,0
8f24a248-b328-43ec-8677-67600e42a8f7 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,2,1,0,0,0,0,0,0,0
9547fbb1-0d4f-4d9e-83b9-e2fa30463bb9 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,1,1,0,0,0,0,1,0,0
bb818cdc-cc6e-4e57-90bd-5a9d5f23f48e 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,1,0,0,0,0,0,1,0,0
c9557ff2-899f-41e3-8a0e-35ca874db9b2 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,1,1,0,0,0,1,0,0,0
ea357add-1a41-4a8b-8f34-bbfade7f4d98 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,7,2,0,0,0,0,4,0,0
f611f87a-1e49-4196-9088-8c760f26006d 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,1,0,0,0,0,0,0,1,0,0
fd4241f9-ab42-4dba-a701-455b896eca28 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,1,0,0,0,0,0,0,0,0
070850a3-7387-4836-b3eb-b1c8f8731aab 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,2,2,0,0,0,0,0,0,0
413f7971-4d5b-496d-a11b-f623e9bc3b7c 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,2,2,0,0,0,0,0,0,0
63fd9abe-4bdf-4611-9497-0c67e030ce01 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,1,1,0,0,0,0,0,0,0
958c9833-2e55-411a-8e0e-ecc229bbeb14 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,1,0,0,0,0,0,1,0,0
9fbcfae9-dd14-415c-8952-9b1b5dff0dfc 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,1,1,0,0,0,0,0,0,0
bd413539-9351-454e-9d61-4e8635d7e9f5 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,1,1,0,0,0,0,0,0,0
e3181493-6a2a-4e95-aa6f-3fc1ddeb7512 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,6,1,0,0,0,1,3,0,-13
ed5bcd2c-6335-4c0b-93b7-2116684a9b02 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,1,0,0,0,0,1,0,0,0
046c51bc-319e-4fbb-9cf3-f6ab808b8edf 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,3,2,0,0,0,0,0,0,0
3a29784c-832f-4e41-a4ac-71d4f9ad410c 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,1,1,0,0,0,0,0,0,0
573f7acc-376b-4f37-8039-5c4c15c4a508 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,5,3,0,0,0,0,1,0,0
6723249c-5fb5-4b0a-9373-cb59cdc99ec8 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,8,4,0,0,0,0,2,0,-2
73d6cb8a-3d72-4a6a-b3c9-fe61dfd1bd41 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,2,1,0,0,0,0,0,0,0
a0498a95-9dc3-4df5-8f51-a1564fb3de57 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,1,0,0,0,0,1,0,0,0
a8c96abf-a911-47a0-ac16-dd51a8782b5e 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,2,2,0,0,0,0,0,0,0
c2a7bd8a-d141-423a-8810-0988a59ff0b4 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,1,1,0,0,0,0,1,0,7
d28afbc1-16c0-4012-b24a-1bd99817e8a9 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,1,1,0,0,0,0,0,0,0
e5c6b0d4-3e77-422b-a6d8-574a10ed385e 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,0,0,0,0,0,0,1,0,0
f404283a-7c04-4a1c-899c-3243424a8d70 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,1,1,0,0,0,0,0,0,0
02779042-2b4e-4fa9-b598-364fe01b523a 2018 82d2d380-3834-4938-835f-aec541e5ece7,0,0,1,0,0,0,0,0,0,0,0
442eb96a-deb6-4e73-b65a-a2bb25ffa968 2018 82d2d380-3834-4938-835f-aec541e5ece7,0,0,1,0,0,0,0,1,0,0,0
5c48ade7-4b9a-4757-9643-87a6e3839e2b 2018 82d2d380-3834-4938-835f-aec541e5ece7,0,0,2,2,0,0,0,0,0,0,0
7f5c931b-4ebd-4309-a1d2-e04a5cf782e8 2018 82d2d380-3834-4938-835f-aec541e5ece7,0,1,0,0,0,0,0,0,1,0,0
9ae2584a-40c1-4b30-be34-a9567659eacd 2018 82d2d380-3834-4938-835f-aec541e5ece7,0,0,4,1,0,0,0,1,0,0,0
a212c5d8-67f8-48b9-99be-2c121ee56366 2018 82d2d380-3834-4938-835f-aec541e5ece7,0,0,1,1,0,0,0,0,0,0,0
cbf1cdba-d165-45f7-a695-5e0971dd9042 2018 82d2d380-3834-4938-835f-aec541e5ece7,0,0,0,0,0,0,0,0,1,0,0
eec5265c-7731-4bb6-8af2-4f98a67f9ab7 2018 82d2d380-3834-4938-835f-aec541e5ece7,0,0,9,3,0,0,0,1,3,0,-25
29972cbe-2912-49df-916b-200eead9a218 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,1,1,0,0,0,0,0,0,0
54c60acc-65ac-4e63-a988-697ee26e862a 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,1,0,0,0,0,0,1,0,0
7c16c04c-04de-41f3-ac16-ad6a9435e3f7 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,9,2,0,0,0,1,2,0,-12
87c481c7-7414-43cc-82df-19ca0c2ae22e 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,1,1,0,0,0,0,0,0,0
b25ba2bd-80bd-4295-9034-cf9242fb207b 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,1,1,0,0,0,0,2,0,0
c87f0526-a85d-439d-a447-070c66ede612 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,0,0,0,0,0,0,1,0,0
e21e9081-44aa-464b-8d3e-83918d48b921 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,0,1,1,0,0,0,0,1,0,0,0
e4f25a37-74de-4bfb-b6c9-f50a4fab0b87 2018 d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,1,0,0,0,0,1,0,0,0
1b3d350a-478b-4542-a430-d12cc96adc22 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,11,2,0,0,0,0,5,0,-13
1fe3aadd-336b-4838-888e-8c9609747afc 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,0,0,0,0,0,0,1,0,0
2a443351-5e63-4a49-819e-912b51a745f2 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,2,1,0,0,0,1,0,0,0
6124c4d4-337b-4926-b3f8-d2feb1c16fa9 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,1,1,0,0,0,0,0,0,0
82f459c4-bf23-4d60-9eb6-b062994f5517 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,1,1,0,0,0,0,0,0,0
8322b598-ab65-4b2c-8a54-af37f67a062d 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,0,0,0,0,0,0,1,0,7
cd705357-f282-4cbf-8f11-391618d981c3 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,1,1,0,0,0,0,0,0,0
fd4e8681-f2f4-47c7-b954-a72be9b1ca00 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,1,0,0,0,0,1,0,0,0
0f8ccece-d663-4069-944b-f318f64c60b7 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,1,0,0,0,0,1,0,0,0
5f424505-f29f-433c-b3f2-1a143a04a010 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,3,1,0,0,0,0,1,0,-19
82da09c2-e542-4f7d-87d9-24dfd8e014de 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,1,1,0,0,0,0,0,0,0
a6fe5f18-d78d-4a56-aea2-ef4bed7e647a 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,2,0,0,0,0,0,2,0,0
cfc93f5e-105e-4a5e-88d3-f4279893cfa8 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,1,1,0,0,0,0,0,0,0
d5d86ddc-97e5-4acf-867f-a2a741071c22 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,2,1,0,0,0,0,1,0,0
e47706c7-e14d-41fb-b13b-83a835a1f3bc 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,2,1,0,0,0,0,1,0,-4
e5b8c439-a48a-4f83-b63b-1a4d30e04cd3 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,1,1,0,0,0,0,2,0,0
01d8aee3-e1c4-4988-970a-8c0c2d08bd83 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,0,0,0,0,0,0,2,0,0
11cad59d-90dd-449c-a839-dddaba4fe16c 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,9,2,0,0,0,0,5,0,-4
35823109-daf1-4825-92b8-564271398ecb 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,1,1,0,0,0,0,0,1,0,0
7d80b51f-1462-442e-aa7f-8c320a62deed 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,1,0,0,0,0,0,0,0,0
90908a56-901b-466d-8689-943075da96fe 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,1,1,0,0,0,0,0,0,0
bd01d907-cd57-48cb-9136-5692a4764a20 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,2,2,0,0,0,0,1,0,1
c3859e06-5f23-4302-a71b-04820a899d5f 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,2,1,0,0,0,1,0,0,0
5c2a0c83-e18a-43dd-bd65-704771157e42 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,3,3,0,0,0,0,1,0,0
5ed2cea8-e0c6-482c-9ee1-548c06612226 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,2,0,0,0,0,2,0,0,0
9f026fc0-4449-4dc5-a226-2e2830619381 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,12,7,0,0,0,0,2,0,-6
9f2aebe4-b654-4f0e-a437-ec46f20b6bfe 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,1,0,0,0,0,0,1,0,0
c78c299b-7c73-40fc-9155-2ede7f9849c7 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,3,2,0,0,0,0,1,0,0
c7b7d27f-97c3-4c12-95c4-36205175c959 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,1,1,0,0,0,0,0,0,0
d4b30988-e8c5-4689-8037-f79a0d3c2774 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,1,0,0,0,0,0,1,0,0
e9d4ab78-3572-47ab-b4d3-e04c5af231f3 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,1,1,0,0,0,0,0,0,0
00f88be8-45f9-4237-b2b8-3271ec790d07 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,2,2,0,0,0,0,0,0,0
10952a8e-9da1-447b-a016-c699db00c5f0 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,1,0,0,0,0,0,1,0,0
