Key,Season,Team ID,TD Fumble Returns,TD Interception Return,TD Kick Return,TD Other,TD Pass,TD Punt Return,TD Rush,TD Total,TD Total Return,Rush Attempts,Rush Avg Yards,Rush Broken Tackles,Rush Kneel Downs,Rush Longest,Rush Longest TD,Rush Red Zone Attempts,Rush Scrambles,Rush Tackles for Loss,Rush Tackles for Loss Yards,Rush Touchdowns,Rush Yards,Rush Yards After Contact,Rec Air Yards,Rec Avg Yards,Rec Broken Tackles,Rec Catchable Passes,Rec Dropped Passes,Rec Longest,Rec Longest TD,Rec Receptions,Rec Red Zone Targets,Rec Targets,Rec Touchdowns,Rec Yards,Rec Yards After Catch,Rec Yards After Contact,Punt Attempts,Punt Avg Hang Time,Punt Avg Net Yards,Punt Avg Yards,Punt Blocked,Punt Hangtime,Punt Inside 20,Punt Longest,Punt Net Yards,Punt Return Yards,Punt Touchbacks,Punt Yards,Punt Returns Avg Yards,Punt Returns Fair Catches,Punt Returns Longest,Punt Returns Longest TD,Punt Returns Returns,Punt Returns Touchdowns,Punt Returns Yards,Penalties,Penalty Yards,Pass Air Yds,Pass Attempts,Pass Avg Pocket Time,Pass Poor Throws,Passing Avg Yards,Passing Blitzes,Passing Completion Pct,Passing Completions,Passing Defended Passes,Passing Dropped Passes,Passing Gross Yards,Passing Hurries,Passing Interceptions,Passing Knockdowns,Passing Longest,Passing Longest TD,Passing Net Yds,Passing Pocket Time,Passing Rating,Passing Redzone Attempts,Passing Sack Yds,Passing Sacks,Passing Spikes,Passing Throw Away,Passing Touchdowns,Passing Yards,Kick Return Yards,Kick Return Avg Yards,Kick Return Fair Catches,Kick Return Longest,Kick Return Returns,Kick Return Touchdowns,Kick Off End Zone,Kick Off Inside 20,Kick Off Kick Offs,Kick Off Onside Attempts,Kick Off Onside Successes,Kick Off OOB,Kick Off Ret Yds,Kick Off Squib Kicks,Kick Off Touchbacks,Kick Off Yds,Interceptions,Interception Return Yards,Interceptions Returned,Int Ret Avg Yds,Int Ret Longest,Int Ret Longest TD,Int Ret Returns,Int Ret Touchdowns,Int Ret Yds,Games Played,Fumble End Zone Touch Downs,Forced Fumbles,Fumbles,Lost Fumbles,Fumbles Opponent Recovery,Fumbles Opponent Recovery Touchdowns,Fumbles Opponent Recovery Yards,Fumbles Out of Bounds,Fumbles Own Recovery,Fumbles Own Recovery Touchdowns,Fumbles Own Recovery Yards,FD Pass,FD Penalty,FD Rush,FD Total,Field Goal Attempts,Field Goal Avg Yards,Field Goal Blocked,Field Goal Longest,Field Goal Made,Field Goal Yards,Extra Pts Attempts,Extra Pts Blocked,Extra Pts Made,3D Attempt,3D Successes,3D Pct,4D Attempt,4D Successes,4D Pct,Goal to Go Attempts,Goal to Go Successes,Goal to Go Pct,RedZone Attempts,RedZone Successes,RedZone Pct,Def Assisted Tackles,Def Blitzes,Def Combined Tackles,Def Defensive Completions,Def Defensive Targets,Def Forced Fumbles,Def Fumble Recoveries,Def Hurries,Def Interceptions,Def Knockdowns,Def Misc Assists,Def Misc Forced Fumbles,Def Misc Fumble Recoveries,Def Misc Tackles,Def Missed Tackles,Def Passes Defended,Def QB Hits,Def Sack Yards,Def Sacks,Def Safeties,Def Special Team Assists,Def Special Team Bocks,Def Special Team Forced Fumbles,Def Special Team Fumble Recoveries,Def Special Team Tackles,Def Tackles,Def Tackles for Loss,Def Tackles for Loss Yards,Converse Defense Attempts,Converse Defense Success,Converse Pass Attempts,Converse Pass Success,Converse Rush Attempts,Converse Rush Success,Converse Turnover Success
5fee86ae-74ab-4bdd-8416-42a9dd9964f3 2015,2015,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,0,0,0,33,0,11,44,0,448,4.17,23,13,58,31,61,35,51,-115,11,1868,1118,2281,11.519,14,381,40,69,69,362,76,602,33,4170,1889,635,80,4.398,36.684,43.646,1,347.40900000000005,27,68,2898,470,4,3448,8.612,22,58,0,49,0,422,96,787,2281,604,0,107,6.904,162,59.934,362,85,40,4170,148,16,51,69,69,4057,1398.6320000000005,88,76,113,22,0,10,33,4057,771,20.838,0,0,37,0,45,19,86,2,1,1,1168,2,34,5545,18,191,18,10.610999999999999,31,0,18,0,191,16,0,15,17,8,12,0,26,3,6,0,-32,210,20,99,329,33,30.121,0,55,27,994,43,0,42,229,93,40.611,14,6,42.857,26,22,84.615,53,35,66.038,298,510,867,355,625,13,10,177,18,91,0,1,6,15,108,77,116,270.0,39.0,0,23,0,1,2,72,569,61.0,281.0,0,0,0,0,0,0,0
97354895-8c77-4fd4-a860-32e62ea7382a 2015,2015,97354895-8c77-4fd4-a860-32e62ea7382a,2,0,0,0,36,0,14,52,2,383,3.6660000000000004,18,19,38,38,65,8,30,-70,14,1404,887,2373,11.911,18,417,53,76,76,404,83,624,36,4812,2439,687,74,4.309,40.425,46.0,1,314.54600000000005,31,67,2951,347,3,3358,10.064,18,82,0,47,0,473,96,859,2373,629,0,98,7.65,157,64.229,404,48,53,4812,133,7,61,76,76,4587,1480.932,101,83,225,38,2,24,36,4587,469,18.76,0,0,25,0,20,15,101,3,2,1,526,4,69,6284,12,176,12,14.667,51,0,12,0,176,16,1,22,14,7,9,2,26,1,6,0,0,229,31,87,347,36,35.25,0,57,33,1269,52,0,52,215,88,40.93,15,9,60.0,34,26,76.471,61,40,65.574,291,325,927,384,638,20,8,170,12,49,0,0,6,8,112,85,94,358.0,49.0,1,14,1,2,1,59,636,73.0,378.0,0,0,0,0,0,0,0
ad4ae08f-d808-42d5-a1e6-e9bc4e34d123 2015,2015,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,1,0,0,31,0,18,50,1,467,3.865,12,17,38,38,83,34,35,-71,18,1805,987,2325,12.287,19,319,26,80,80,334,65,495,31,4104,1779,547,69,4.396,41.074,45.824,1,298.936,22,67,2793,203,6,3116,8.14,12,35,0,43,0,350,111,917,2325,505,0,76,8.127,174,66.139,334,44,26,4104,108,9,24,80,80,3923,1178.0800000000004,104,66,181,32,0,25,31,3923,700,20.588,0,0,34,0,34,20,89,1,0,0,1041,1,42,5786,21,202,21,9.619,37,19,21,1,202,16,0,10,18,8,7,0,46,1,9,0,-54,191,34,99,324,28,31.704,1,52,23,856,49,1,48,201,81,40.299,12,7,58.333,32,25,78.125,58,38,65.517,265,233,911,436,681,10,6,203,21,70,4,0,6,10,126,87,110,288.0,42.0,0,38,2,0,4,61,646,71.0,345.0,0,0,0,0,1,1,0
d5a2eb42-8065-4174-ab79-0a6fa820e35e 2015,2015,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,2,0,0,20,1,5,28,3,380,4.024,13,6,54,11,54,41,47,-131,5,1529,855,2207,11.202,16,370,42,61,60,371,87,601,20,4156,1949,550,70,4.418,40.129,46.714,0,309.27200000000005,25,67,2809,381,4,3270,11.207,10,78,78,29,1,325,120,1083,2204,609,0,110,6.824,234,60.92,371,58,42,4156,160,12,77,61,60,3782,1571.5579999999998,84,87,374,53,1,29,20,3782,1041,25.39,0,0,41,0,21,13,70,0,0,1,894,5,27,4420,11,210,11,19.090999999999998,52,52,11,2,210,16,0,14,28,18,10,0,47,1,9,0,-4,192,34,81,307,32,33.393,4,47,28,935,24,0,22,227,95,41.85,24,10,41.667,26,12,46.153999999999996,47,18,38.298,296,274,899,328,528,14,10,132,11,42,0,0,8,20,117,54,71,157.0,29.0,0,28,1,0,1,64,603,63.0,246.0,0,0,4,2,0,0,0
ebd87119-b331-4469-9ea6-d51fe3ce2f1c 2015,2015,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,1,1,0,1,21,1,8,33,3,383,3.859,14,2,44,14,48,9,42,-90,8,1478,770,2348,10.444,27,437,35,50,50,426,75,668,21,4449,2101,708,74,4.335,42.946000000000005,46.676,0,320.816,29,67,3178,176,5,3454,11.25,15,82,82,40,1,450,122,1153,2300,676,0,107,6.581,206,63.018,426,64,35,4449,160,21,52,50,50,4271,1641.2319999999993,79,76,178,24,7,35,21,4271,857,25.206,0,0,34,0,7,5,74,1,0,0,229,0,63,4753,6,51,6,8.5,25,24,6,1,51,16,0,8,13,7,8,1,41,1,5,0,-22,211,23,89,323,40,30.325,0,52,33,1213,29,0,29,226,85,37.611,24,12,50.0,21,14,66.667,47,23,48.93600000000001,286,380,894,361,557,7,7,142,6,58,0,0,5,17,115,65,94,220.0,37.0,0,0,5,1,1,44,608,83.0,283.0,1,0,3,1,1,0,0
cb2f9f1f-ac67-424e-9e72-1475cb0ed398 2015,2015,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,2,0,0,26,1,16,45,3,388,4.4430000000000005,13,20,55,11,69,16,38,-82,16,1724,997,2903,12.332,22,390,30,88,88,391,77,584,26,4822,1919,572,59,4.434,39.085,42.559,0,261.619,28,79,2306,165,2,2511,8.25,17,71,71,28,1,231,94,868,2903,590,0,92,8.173,163,66.271,391,62,29,4822,119,21,30,88,88,4603,1433.6429999999998,91,79,219,33,2,13,26,4603,701,24.171999999999997,0,0,29,0,32,15,94,1,0,1,1200,7,38,5931,17,282,17,16.588,70,70,17,2,282,16,0,16,16,7,13,0,3,0,9,0,0,207,33,91,331,42,29.381,0,51,35,1234,34,0,32,193,75,38.86,12,4,33.333,31,23,74.194,56,34,60.714,268,486,943,406,653,14,10,193,17,46,0,0,6,22,157,81,96,303.0,48.0,0,16,2,2,6,67,675,86.0,397.0,0,0,11,8,0,0,0
82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9 2015,2015,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,1,4,0,0,26,0,6,37,5,396,3.6310000000000002,9,19,37,37,60,34,37,-84,6,1438,839,2286,11.065,10,365,33,87,87,355,72,604,26,3928,1642,350,85,4.631,41.718,47.67100000000001,0,393.63000000000017,28,63,3546,386,6,4052,6.872000000000001,28,33,0,39,0,268,108,931,2286,619,0,118,6.346,245,57.351000000000006,355,90,33,3928,142,19,86,87,87,3704,1577.6660000000004,77,78,224,37,2,21,26,3704,1047,24.349,0,0,43,0,5,3,77,3,0,0,156,1,67,4832,17,196,17,11.529000000000002,69,69,17,4,196,16,1,13,19,11,8,1,31,1,7,0,-1,195,39,77,311,27,35.593,0,55,25,961,35,1,32,235,94,40.0,13,7,53.846000000000004,18,12,66.667,49,26,53.06100000000001,315,495,943,357,603,12,7,161,17,53,0,0,4,24,123,78,85,251.0,35.0,1,13,0,1,4,34,628,77.0,342.0,0,0,2,1,0,0,0
f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de 2015,2015,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,2,1,0,0,35,1,5,44,4,354,4.1610000000000005,16,6,45,28,52,25,29,-68,5,1473,727,2570,12.472999999999999,15,362,39,90,90,355,87,601,35,4428,1858,597,80,4.486000000000001,39.475,46.25,0,358.872,26,63,3158,462,4,3700,11.645,16,73,73,31,1,361,105,880,2570,607,0,94,7.295,220,58.483999999999995,355,95,39,4428,153,18,48,90,90,4108,1495.145,88,90,320,51,3,22,35,4108,721,23.258000000000003,0,0,31,0,17,12,84,5,0,4,553,1,55,5208,9,120,9,13.333,48,26,9,1,120,16,0,14,25,10,9,2,55,2,13,0,-51,215,29,69,313,30,31.31,1,58,26,908,39,0,32,205,72,35.122,15,8,53.333,29,21,72.414,54,29,53.70399999999999,235,247,932,401,622,14,8,136,9,44,0,0,11,15,141,73,76,237.0,36.0,0,14,3,0,3,58,697,84.0,323.0,0,0,5,1,0,0,0
82d2d380-3834-4938-835f-aec541e5ece7 2015,2015,82d2d380-3834-4938-835f-aec541e5ece7,1,2,0,0,29,0,7,39,3,472,3.667,9,21,41,20,55,11,41,-85,7,1731,945,2732,11.394,11,392,46,61,61,358,70,614,29,4079,1347,360,96,4.369,38.552,47.218999999999994,0,419.399,24,64,3701,612,11,4533,7.25,23,20,0,52,0,377,107,910,2732,619,0,125,6.59,177,57.835,358,74,46,4079,115,12,55,61,61,3833,1490.207,85,72,246,36,1,18,29,3833,430,23.889,0,0,18,0,31,11,76,2,0,0,977,3,33,4881,14,180,14,12.857000000000001,50,31,14,2,180,16,0,12,22,8,11,1,72,0,14,0,0,210,35,90,335,27,30.259,0,51,23,817,36,0,32,249,96,38.554,19,6,31.579,22,15,68.182,45,26,57.778,270,324,860,345,592,10,9,155,14,63,0,0,9,15,111,90,106,311.0,45.0,0,39,1,2,7,81,590,83.0,358.0,0,0,2,1,1,1,0
d26a1ca5-722d-4274-8f97-c92e49c96315 2015,2015,d26a1ca5-722d-4274-8f97-c92e49c96315,1,1,0,0,25,0,10,37,2,371,4.003,7,5,87,87,43,16,46,-85,10,1485,839,2269,11.383,14,365,38,61,61,342,55,543,25,3893,1624,558,88,4.4719999999999995,40.341,47.443000000000005,0,393.5,34,61,3550,605,1,4175,8.079,17,37,0,38,0,307,93,779,2269,551,0,84,7.065,183,62.068999999999996,342,68,36,3893,123,17,55,61,61,3503,1377.1409999999994,85,56,390,54,4,17,25,3503,680,20.605999999999998,0,0,33,0,17,2,66,1,0,1,599,1,43,4272,11,164,11,14.909,45,26,11,1,164,16,0,11,25,16,8,1,3,0,9,0,-16,195,37,66,298,16,34.75,0,51,14,556,31,1,29,201,64,31.840999999999998,15,7,46.667,23,19,82.609,40,26,65.0,275,478,873,343,535,7,4,134,11,37,0,0,8,23,97,58,71,271.0,39.0,0,16,1,4,5,59,598,65.0,290.0,0,0,4,3,1,0,0
ce92bd47-93d5-4fe9-ada4-0fc681e6caa0 2015,2015,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,1,4,0,0,19,1,13,38,6,411,4.18,13,10,72,72,51,12,40,-81,13,1718,1058,2344,11.457,19,379,39,75,75,368,69,604,19,4216,1872,588,85,4.362,39.494,43.576,0,370.751,22,62,3357,247,5,3704,9.759,26,83,83,29,1,283,115,1063,2344,606,0,98,6.957000000000001,213,60.726000000000006,368,84,37,4216,125,23,62,75,75,3970,1485.3759999999993,76,69,246,39,1,18,19,3970,588,21.778000000000002,0,0,27,0,12,6,82,3,0,0,508,3,55,5109,14,321,14,22.929000000000002,74,74,14,4,321,16,0,22,16,8,13,1,19,0,8,0,-3,201,28,85,314,35,30.656999999999996,0,57,30,1073,36,0,35,224,79,35.268,14,7,50.0,19,12,63.158,44,21,47.727,206,592,864,347,588,19,10,196,14,68,0,1,6,26,99,83,123,351.0,52.0,1,15,2,2,5,54,658,86.0,391.0,1,0,0,0,1,0,0
6680d28d-d4d2-49f6-aace-5292d3ec02c2 2015,2015,6680d28d-d4d2-49f6-aace-5292d3ec02c2,2,4,0,0,20,0,19,45,6,436,4.688,10,14,52,38,53,54,38,-85,19,2044,1050,1557,11.267999999999999,11,298,22,80,80,310,58,463,20,3493,1936,600,75,4.36,40.84,44.44,0,327.026,37,62,3063,170,5,3333,7.888999999999999,9,37,0,45,0,355,104,878,1560,473,0,77,7.385,149,65.539,310,39,22,3493,96,7,30,80,80,3255,1113.3529999999996,95,59,238,46,0,25,20,3255,791,22.6,0,0,35,0,37,19,90,2,0,1,1137,3,40,5721,22,477,22,21.682,90,90,22,4,477,16,1,13,16,8,7,2,72,1,7,0,-1,155,32,116,303,37,31.305999999999997,1,53,30,1127,41,0,39,199,76,38.191,9,6,66.667,26,20,76.923,54,31,57.407,157,372,822,360,626,13,6,188,22,41,0,0,5,11,125,93,86,290.0,47.0,1,8,2,0,3,67,665,80.0,325.0,0,0,4,2,0,0,0
1c1cec48-6352-4556-b789-35304c1a6ae1 2015,2015,1c1cec48-6352-4556-b789-35304c1a6ae1,0,1,0,0,34,0,7,42,1,370,3.938,8,12,54,22,47,17,31,-72,7,1457,860,2291,11.07,18,385,50,68,68,373,56,601,34,4129,1838,720,84,4.341,41.157,44.542,1,360.29,40,70,3416,201,4,3697,6.476,13,22,0,42,0,272,139,1102,2291,605,0,92,6.825,210,61.653,373,67,49,4129,122,14,33,68,68,3879,1451.286,91,56,250,33,1,23,34,3879,1268,23.925,0,0,53,0,17,14,81,2,0,1,795,3,44,5064,14,73,14,5.2139999999999995,27,24,14,1,73,16,0,14,27,10,11,0,76,5,12,0,-13,193,33,74,300,26,31.08,1,56,21,777,39,0,38,220,86,39.091,13,5,38.461999999999996,21,14,66.667,41,25,60.976000000000006,186,408,912,421,667,13,9,166,14,42,2,0,10,13,137,90,78,211.0,38.0,2,10,5,1,4,61,726,83.0,307.0,1,0,3,1,0,0,0
e627eec7-bbae-4fa4-8e73-8e1d6bc5c060 2015,2015,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,1,0,1,16,0,8,26,1,408,4.632,15,8,50,37,39,19,39,-95,8,1890,1007,1921,11.009,11,341,30,67,42,334,71,519,16,3677,1756,374,69,4.467,42.536,45.174,0,308.20200000000006,27,61,2935,162,1,3117,5.545,21,28,0,33,0,183,112,879,1921,528,0,92,6.9639999999999995,158,63.258,334,58,30,3677,99,22,35,67,42,3471,1407.999,76,72,206,33,2,14,16,3471,704,25.143,0,0,28,0,14,8,73,2,0,0,549,1,49,4620,8,62,8,7.75,24,12,8,1,62,16,0,6,18,11,3,0,5,1,7,0,-4,175,38,94,307,32,33.625,0,54,30,1076,25,0,25,191,66,34.555,16,8,50.0,27,15,55.556000000000004,45,20,44.443999999999996,310,154,947,339,511,5,2,126,8,52,4,0,6,19,127,54,76,229.0,31.0,1,15,3,1,2,39,637,80.0,318.0,0,0,1,1,0,0,0
386bdbf9-9eea-4869-bb9a-274b0bc66e80 2015,2015,386bdbf9-9eea-4869-bb9a-274b0bc66e80,1,3,0,1,23,2,15,45,6,442,3.943,12,12,63,63,56,12,48,-146,15,1743,940,2110,10.719000000000001,22,400,47,78,78,405,52,620,23,4341,2231,551,88,4.404,42.593,46.953,2,378.726,29,64,3663,215,8,4038,11.359000000000002,18,89,89,39,2,443,104,819,2110,623,0,80,6.968,111,65.008,405,71,47,4341,119,18,68,78,78,4087,1577.1840000000007,85,53,254,37,1,19,23,4087,565,20.926,0,0,27,0,22,12,81,3,0,2,705,4,42,4925,15,280,15,18.667,99,99,15,3,280,16,0,18,26,13,11,1,130,2,11,0,-55,193,36,110,339,26,29.654,0,53,21,771,44,0,42,230,91,39.565,16,8,50.0,24,17,70.833,43,24,55.81399999999999,255,294,974,414,671,17,9,170,15,50,0,1,11,21,149,82,83,243.0,37.0,1,11,1,0,2,69,719,77.0,325.0,0,0,0,0,0,0,0
04aa1c9d-66da-489d-b16a-1dee3f2eec4d 2015,2015,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,2,2,1,0,36,1,5,47,6,403,3.9930000000000003,16,9,39,38,47,8,38,-79,5,1609,979,2387,11.48,18,417,42,87,87,392,81,615,36,4500,2113,674,76,4.279,38.946999999999996,44.474,0,325.19599999999997,33,64,2960,300,6,3380,10.193999999999999,9,80,80,36,1,367,102,779,2387,623,0,102,7.223,103,62.92100000000001,392,64,41,4500,145,14,47,87,87,4343,1492.4229999999998,94,83,157,27,1,23,36,4343,971,24.897,0,100,39,1,26,16,93,2,0,1,1095,9,37,5697,15,206,15,13.732999999999999,63,63,15,2,206,16,0,18,23,7,12,2,77,3,13,0,-17,208,46,77,331,32,34.25,0,53,30,1096,45,0,44,217,82,37.788000000000004,16,9,56.25,18,12,66.667,54,24,44.443999999999996,300,298,1067,443,676,17,11,162,15,63,0,0,9,14,141,87,84,137.0,23.0,1,22,3,1,5,78,767,59.0,218.0,0,0,0,0,2,1,0
22052ff7-c065-42ee-bc8f-c4691c50e624 2015,2015,22052ff7-c065-42ee-bc8f-c4691c50e624,1,1,2,1,30,0,9,44,4,429,3.65,10,14,48,39,61,4,53,-93,9,1566,926,2338,11.124,13,380,31,78,78,386,79,555,30,4294,1956,548,71,4.505,40.371,46.056999999999995,1,315.32000000000005,21,64,2826,258,7,3224,4.781000000000001,17,16,0,32,0,153,105,827,2338,555,0,73,7.737,158,69.55,386,47,30,4294,120,11,56,78,78,4095,1419.861,102,79,199,27,0,19,30,4095,999,24.975,0,101,40,2,15,10,85,4,1,1,582,1,53,5288,11,181,11,16.455,44,35,11,1,181,16,0,22,26,11,15,1,30,6,10,0,-4,208,28,81,317,30,32.448,1,54,26,941,41,0,40,216,94,43.519,12,7,58.333,30,23,76.667,49,30,61.224,353,215,959,379,604,21,15,179,11,46,2,0,9,13,150,61,82,260.0,38.0,1,19,1,1,1,53,606,62.0,271.0,0,0,3,2,0,0,0
7b112545-38e6-483c-a55c-96cf6ee49cb8 2015,2015,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,0,0,21,0,13,34,0,468,3.9619999999999997,4,7,27,7,59,17,31,-60,13,1854,1040,1996,11.505999999999998,17,315,28,87,87,334,72,519,21,3843,1847,643,74,4.412,40.096,44.288000000000004,1,322.09400000000005,29,72,2927,226,4,3233,7.806,22,34,0,31,0,242,99,909,2000,523,0,75,7.348,193,63.861999999999995,334,70,28,3843,156,12,45,87,87,3660,1283.441,89,73,183,34,1,15,21,3660,892,27.03,0,0,33,0,22,15,83,4,1,1,983,7,39,5003,8,103,8,12.875,39,0,8,0,103,16,0,6,20,9,9,0,0,2,9,0,-12,177,27,108,312,39,32.128,0,55,33,1253,29,1,28,219,93,42.466,10,6,60.0,29,20,68.96600000000001,50,24,48.0,165,269,813,324,515,6,6,193,8,57,0,0,8,14,125,53,93,237.0,35.0,0,15,2,0,4,57,648,58.0,302.0,0,0,3,1,2,1,0
c5a59daa-53a7-4de0-851f-fb12be893e9e 2015,2015,c5a59daa-53a7-4de0-851f-fb12be893e9e,1,1,0,0,33,0,7,42,2,354,3.7710000000000004,10,14,36,24,43,24,38,-76,7,1335,754,1973,10.626,28,393,34,57,36,420,70,622,33,4463,2490,896,80,4.531000000000001,41.95,45.988,0,362.478,25,66,3356,263,3,3679,6.9670000000000005,22,28,0,30,0,209,104,930,1973,632,0,83,7.062,228,66.456,420,63,34,4463,129,14,59,57,36,4212,1505.9720000000002,95,72,251,44,0,32,33,4212,1220,27.726999999999997,0,0,44,0,23,14,77,4,1,1,814,3,40,4826,9,103,9,11.444,31,31,9,1,103,16,0,17,17,10,9,1,28,2,6,0,-5,236,30,71,337,24,37.167,0,59,22,892,39,1,36,203,75,36.946,14,7,50.0,29,24,82.759,49,34,69.388,204,265,890,383,556,17,8,174,9,57,2,0,5,18,123,62,104,279.0,43.0,2,8,0,0,2,71,686,98.0,368.0,0,0,1,0,2,0,0
a20471b4-a8d9-40c7-95ad-90cc30e46932 2015,2015,a20471b4-a8d9-40c7-95ad-90cc30e46932,1,2,0,0,31,0,8,42,3,436,4.243,18,14,65,65,43,43,44,-90,8,1850,967,1873,10.991,17,332,38,65,65,348,89,565,31,3825,1952,545,81,4.209,40.284,43.913999999999994,0,340.89599999999996,18,62,3263,174,6,3557,5.3870000000000005,23,16,0,31,0,167,105,906,1873,573,0,103,6.675,196,60.733000000000004,348,49,37,3825,143,8,57,65,65,3503,1473.804,92,91,322,47,1,36,31,3503,881,24.471999999999998,0,0,36,0,24,12,81,2,1,1,988,3,41,5106,16,198,16,12.375,45,45,16,2,198,16,0,12,24,9,6,0,21,2,13,1,-16,173,44,100,317,28,32.556,1,56,24,879,36,0,36,208,70,33.654,21,11,52.381,30,18,60.0,52,28,53.846000000000004,212,466,872,328,566,11,6,154,16,55,0,0,11,11,139,72,95,256.0,43.0,0,12,1,1,2,73,660,85.0,346.0,0,0,5,4,1,0,0
33405046-04ee-4058-a950-d606f8c30852 2015,2015,33405046-04ee-4058-a950-d606f8c30852,1,2,2,0,14,1,18,38,6,474,4.665,30,13,80,80,71,24,57,-129,18,2211,1093,1439,11.040999999999999,16,265,24,52,47,294,38,443,14,3246,1807,403,66,4.288,37.788000000000004,41.606,0,283.0200000000001,23,61,2494,152,5,2746,9.147,15,65,65,34,1,311,88,797,1439,454,0,57,7.15,182,64.758,294,36,23,3246,152,9,52,52,47,2928,1250.761,87,42,318,45,0,44,14,2928,1190,28.333000000000002,0,101,42,2,25,10,87,0,0,0,1043,0,47,5695,13,215,13,16.538,91,91,13,2,215,16,0,11,21,8,9,1,83,3,10,0,-2,153,31,113,297,39,33.263000000000005,1,54,34,1264,37,0,33,199,76,38.191,11,5,45.455,22,14,63.636,44,22,50.0,179,257,898,368,583,10,8,193,13,65,0,0,9,14,105,65,111,283.0,43.0,0,7,1,1,2,66,719,76.0,318.0,0,0,0,0,1,1,0
4254d319-1bc7-4f81-b4ab-b5e6f3402b69 2015,2015,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,2,1,0,0,22,0,12,37,3,455,4.752,32,11,84,14,65,34,53,-119,12,2162,1304,2582,12.955,15,321,37,68,50,312,72,525,22,4042,1460,570,56,4.482,38.0,41.928999999999995,0,250.975,15,60,2128,140,4,2348,9.931000000000001,14,58,0,29,0,288,143,1195,2582,535,0,104,7.555,162,58.318000000000005,312,62,38,4042,128,15,87,68,50,3852,1346.9040000000002,84,72,190,27,2,17,22,3852,506,24.095,0,0,21,0,29,13,82,3,0,0,882,4,44,5193,11,93,11,8.455,28,20,11,1,93,16,0,19,26,13,12,2,97,0,13,0,-19,201,36,99,336,40,25.85,0,58,29,1034,34,0,31,202,84,41.583999999999996,13,7,53.846000000000004,25,16,64.0,51,27,52.941,326,222,1032,415,610,18,12,126,11,51,0,0,7,20,156,67,87,232.0,38.0,0,11,2,1,6,56,706,79.0,312.0,0,0,3,1,0,0,0
e6aa13a4-0055-48a9-bc41-be28dc106929 2015,2015,e6aa13a4-0055-48a9-bc41-be28dc106929,3,1,0,0,21,0,13,38,4,420,3.824,12,14,46,25,76,13,48,-126,13,1606,827,2746,11.224,20,427,46,70,70,410,72,617,21,4602,1856,598,59,4.484,41.086000000000006,47.155,1,260.06100000000004,24,69,2383,272,4,2735,9.443999999999999,20,41,0,27,0,255,100,969,2746,621,0,65,7.4110000000000005,219,66.023,410,88,46,4602,114,17,62,70,70,4379,1539.582,87,73,223,32,0,13,21,4379,667,25.654,1,0,26,0,16,4,76,2,0,0,599,0,52,4875,15,220,15,14.667,84,59,15,1,220,16,0,12,26,13,8,2,105,1,12,1,-41,230,34,95,359,31,30.933000000000003,1,54,25,928,34,0,34,227,107,47.137,19,10,52.632,29,20,68.96600000000001,53,29,54.717,231,183,878,383,585,12,8,127,15,68,0,0,12,24,142,61,75,117.0,19.0,0,6,0,0,0,49,647,51.0,185.0,0,0,2,1,1,0,0
f14bf5cc-9a82-4a38-bc15-d39f75ed5314 2015,2015,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,1,4,0,0,35,0,19,59,5,526,4.338,10,18,47,16,105,28,44,-126,19,2282,1258,2379,12.91,14,308,36,74,74,300,69,494,35,3873,1494,374,70,4.4830000000000005,39.814,45.357,0,313.8370000000001,20,65,2787,288,5,3175,9.4,25,37,0,30,0,282,103,887,2379,501,0,87,7.731,197,59.88,300,61,36,3873,120,10,33,74,74,3589,1282.938,99,70,284,33,2,16,35,3589,407,18.5,0,0,22,0,24,13,103,0,0,0,905,2,69,6757,24,301,24,12.542,46,46,24,4,301,16,0,22,12,9,15,0,27,0,3,1,47,197,24,136,357,36,34.688,4,52,30,1110,59,1,56,203,86,42.365,10,6,60.0,35,27,77.143,63,43,68.25399999999999,319,280,935,409,694,20,14,198,24,72,0,1,3,16,118,84,110,302.0,44.0,0,17,0,1,1,62,616,86.0,386.0,0,0,0,0,0,0,0
